object,x,y,z,width,height,depth
Target,-0.2975,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,0.0225,0.79,0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.2325,0.79,0.035,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.2125,0.79,-0.025,0.1,0.12,0.04999995
FailOnTouchObstacleMed-1,0.2225,0.79,-0.095,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.0075,0.79,0.115,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,-0.1675,0.79,-0.155,0.04999995,0.12,0.04999995
