object,x,y,z,width,height,depth
Target,-0.1675,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,0.0525,0.79,-0.095,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.1625,0.79,-0.035,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.2375,0.79,0.105,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1775,0.79,-0.015,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.2625,0.79,0.045,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.2775,0.79,-0.085,0.04999995,0.12,0.04999995
