start_time,end_time,dominant_object,non_dominant_object,interaction_type
910.335,911.4073,Hand,FailOnTouchObstacleShort,PickedUp
911.8334,912.0111,Hand,FailOnTouchObstacleShort,RightGate
911.8778,912.1778,HandToWrist,FailOnTouchObstacleShort,RightGate
911.9,912.0889,Hand,FailOnTouchObstacleLong,LeftGate
911.9,912.0889,Hand,FailOnTouchObstacleMed,LeftGate
911.9445,912.3889,HandToWrist,FailOnTouchObstacleLong,LeftGate
911.9445,912.3889,HandToWrist,FailOnTouchObstacleMed,LeftGate
912.0,917.1223,WristToElbow,FailOnTouchObstacleShort,RightGate
912.0556,917.0333,WristToElbow,FailOnTouchObstacleLong,LeftGate
912.0556,914.2889,WristToElbow,FailOnTouchObstacleMed,LeftGate
913.0495,914.3679,Hand,FailOnTouchObstacleLong-1,PickedUp
913.8334,914.8334,HandToWrist,FailOnTouchObstacleLong,LeftGate
914.3778,917.0333,WristToElbow,FailOnTouchObstacleMed,LeftGate
914.7111,914.8334,HandToWrist,FailOnTouchObstacleMed,LeftGate
914.9556,915.3667,Hand,FailOnTouchObstacleMed-1,LeftGate
915.0111,916.6889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
915.2889,916.4667,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
916.0096,,Hand,Target,PickedUp
916.4111,916.7222,Hand,FailOnTouchObstacleMed-1,LeftGate
916.8778,917.2,HandToWrist,FailOnTouchObstacleMed,LeftGate
916.8778,917.2,HandToWrist,FailOnTouchObstacleLong,LeftGate
916.9556,917.2889,HandToWrist,FailOnTouchObstacleShort,RightGate
917.0,917.2333,Hand,FailOnTouchObstacleLong,LeftGate
917.0,917.2333,Hand,FailOnTouchObstacleMed,LeftGate
917.0778,917.3112,Hand,FailOnTouchObstacleShort,RightGate
