start_time,end_time,dominant_object,non_dominant_object,interaction_type
571.3123,572.4293,Hand,FailOnTouchObstacleLong,PickedUp
571.8889,572.6,Hand,FailOnTouchObstacleMed,RightGate
572.7111,573.0,Hand,FailOnTouchObstacleMed,RightGate
572.8,573.1445,HandToWrist,FailOnTouchObstacleMed,RightGate
572.9778,575.2556,WristToElbow,FailOnTouchObstacleMed,RightGate
573.3119,573.8816,Hand,FailOnTouchObstacleLong-1,PickedUp
573.3889,574.6223,Hand,FailOnTouchObstacleLong,LeftGate
573.5111,574.2444,HandToWrist,FailOnTouchObstacleLong,LeftGate
574.2444,574.5111,Hand,FailOnTouchObstacleMed-1,RightGate
574.2667,574.5111,Hand,FailOnTouchObstacleShort-1,RightGate
574.2889,575.0667,HandToWrist,FailOnTouchObstacleLong,LeftGate
574.3111,575.0889,HandToWrist,FailOnTouchObstacleShort-1,RightGate
574.3111,575.0889,HandToWrist,FailOnTouchObstacleMed-1,RightGate
574.4778,574.9778,WristToElbow,FailOnTouchObstacleShort-1,RightGate
574.4778,574.9778,WristToElbow,FailOnTouchObstacleMed-1,RightGate
574.4889,574.9667,WristToElbow,FailOnTouchObstacleLong,LeftGate
574.5444,574.9111,Hand,FailOnTouchObstacleLong-1,LeftGate
574.6111,574.8556,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
574.7424,,Hand,Target,PickedUp
574.8223,575.0778,Hand,FailOnTouchObstacleLong,LeftGate
574.9445,575.1,Hand,FailOnTouchObstacleShort-1,RightGate
574.9445,575.1,Hand,FailOnTouchObstacleMed-1,RightGate
575.1778,575.3223,HandToWrist,FailOnTouchObstacleMed,RightGate
575.2222,575.3223,Hand,FailOnTouchObstacleShort,RightGate
575.2222,575.2889,HandToWrist,FailOnTouchObstacleShort,RightGate
575.2222,575.3334,Hand,FailOnTouchObstacleMed,RightGate
