start_time,end_time,dominant_object,non_dominant_object,interaction_type
108.0667,108.2444,Hand,FailOnTouchObstacleShort,RightGate
108.0667,108.2444,Hand,FailOnTouchObstacleLong,RightGate
108.1111,108.3333,HandToWrist,FailOnTouchObstacleShort,RightGate
108.1111,108.3333,HandToWrist,FailOnTouchObstacleLong,RightGate
108.2,109.9556,WristToElbow,FailOnTouchObstacleShort,RightGate
108.2,109.9556,WristToElbow,FailOnTouchObstacleLong,RightGate
108.4889,108.7333,Hand,FailOnTouchObstacleShort-1,RightGate
108.4889,108.7333,Hand,FailOnTouchObstacleLong-1,RightGate
108.5333,108.9,HandToWrist,FailOnTouchObstacleLong-1,RightGate
108.5556,108.7444,HandToWrist,FailOnTouchObstacleShort-1,RightGate
108.6667,109.6667,WristToElbow,FailOnTouchObstacleLong-1,RightGate
109.2683,,Hand,Target,PickedUp
109.5111,109.7556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
109.6,109.7667,Hand,FailOnTouchObstacleLong-1,RightGate
109.8667,110.0333,HandToWrist,FailOnTouchObstacleLong,RightGate
109.8667,110.0333,HandToWrist,FailOnTouchObstacleShort,RightGate
109.9111,110.0556,Hand,FailOnTouchObstacleLong,RightGate
109.9111,110.0556,Hand,FailOnTouchObstacleShort,RightGate
