object,x,y,z,width,height,depth
Target,0.0925,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.1075,0.79,-0.075,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.2625,0.79,-0.115,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.1575,0.79,0.115,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.0825,0.79,-0.115,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.0425,0.79,0.015,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.0375,0.79,0.135,0.1,0.12,0.04999995
