start_time,end_time,dominant_object,non_dominant_object,interaction_type
472.1333,473.0222,Hand,FailOnTouchObstacleShort,Pushed
472.1445,472.4222,Hand,FailOnTouchObstacleShort,RightGate
472.1445,472.9667,Hand,FailOnTouchObstacleLong,LeftGate
472.1445,472.9667,Hand,FailOnTouchObstacleMed,RightGate
472.2,472.6111,Hand,FailOnTouchObstacleShort,LeftGate
472.2639,473.7279,Hand,FailOnTouchObstacleShort,PickedUp
472.5778,472.9889,HandToWrist,FailOnTouchObstacleLong,LeftGate
472.5778,472.9889,HandToWrist,FailOnTouchObstacleMed,RightGate
472.6333,472.6556,Hand,FailOnTouchObstacleShort,LeftGate
472.6667,,WristToElbow,FailOnTouchObstacleLong,LeftGate
472.6667,,WristToElbow,FailOnTouchObstacleMed,RightGate
472.7333,472.7444,Hand,FailOnTouchObstacleShort,LeftGate
472.7556,472.8889,Hand,FailOnTouchObstacleShort,LeftGate
