start_time,end_time,dominant_object,non_dominant_object,interaction_type
955.488,956.5046,Hand,FailOnTouchObstacleLong,PickedUp
955.7222,956.9445,Hand,FailOnTouchObstacleMed,RightGate
955.8,957.0222,HandToWrist,FailOnTouchObstacleMed,RightGate
956.9,958.9333,WristToElbow,FailOnTouchObstacleMed,RightGate
956.9778,958.0556,Hand,FailOnTouchObstacleLong,LeftGate
957.0334,958.1223,HandToWrist,FailOnTouchObstacleLong,LeftGate
957.1636,957.7556,Hand,FailOnTouchObstacleLong-1,PickedUp
957.2,957.3889,WristToElbow,FailOnTouchObstacleLong,LeftGate
957.4222,958.7889,WristToElbow,FailOnTouchObstacleLong,LeftGate
957.4556,958.1556,Hand,FailOnTouchObstacleMed-1,LeftGate
957.6889,958.3223,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
957.9889,958.3223,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
957.9889,958.1556,Hand,FailOnTouchObstacleShort-1,LeftGate
958.1111,958.6667,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
958.1111,958.6667,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
958.1445,958.6111,Hand,FailOnTouchObstacleLong-1,RightGate
958.2111,958.6,HandToWrist,FailOnTouchObstacleLong-1,RightGate
958.3778,958.4778,Hand,Target,Pushed
958.4036,,Hand,Target,PickedUp
958.5222,958.7556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
958.5222,958.7556,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
958.6223,958.7667,Hand,FailOnTouchObstacleMed-1,LeftGate
958.6223,958.7667,Hand,FailOnTouchObstacleShort-1,LeftGate
958.6667,958.8445,HandToWrist,FailOnTouchObstacleLong,LeftGate
958.7111,958.8556,Hand,FailOnTouchObstacleLong,LeftGate
958.8556,958.9889,HandToWrist,FailOnTouchObstacleMed,RightGate
958.8889,959.0,Hand,FailOnTouchObstacleMed,RightGate
