time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
739.2111,-0.2006,0.7741,-0.4665,39.5414,303.7393,68.2309
739.2222,-0.2008,0.7743,-0.4663,39.5233,303.7417,68.2181
739.2333,-0.2006,0.7742,-0.4661,39.4835,303.7228,68.2019
739.2444,-0.2006,0.7742,-0.4659,39.4235,303.6712,68.1557
739.2556,-0.2008,0.7744,-0.4657,39.3833,303.6513,68.1575
739.2667,-0.2011,0.7741,-0.4654,39.3764,303.6543,68.1508
739.2778,-0.2011,0.7741,-0.4652,39.3605,303.6453,68.1257
739.2889,-0.2012,0.7742,-0.4649,39.3648,303.6415,68.138
739.3,-0.2006,0.7743,-0.465,39.3332,303.6432,68.1523
739.3112,-0.2005,0.7742,-0.4649,39.3135,303.6572,68.1777
739.3223,-0.2006,0.7744,-0.4648,39.3492,303.6954,68.2368
739.3334,-0.2002,0.7742,-0.4649,39.3443,303.7098,68.2793
739.3445,-0.2001,0.7742,-0.4648,39.346,303.7117,68.3116
739.3556,-0.2002,0.7744,-0.4647,39.3403,303.71299999999997,68.3457
739.3667,-0.2004,0.7741,-0.4646,39.3697,303.7513,68.3837
739.3778,-0.2004,0.7741,-0.4646,39.4009,303.7768,68.3975
739.3889,-0.2006,0.7743,-0.4643,39.4096,303.7364,68.3696
739.4,-0.2003,0.7742,-0.4643,39.404,303.7109,68.3491
739.4111,-0.2004,0.7742,-0.4642,39.4166,303.7308,68.3526
739.4222,-0.2007,0.7744,-0.4641,39.4442,303.7432,68.348
739.4333,-0.2005,0.7744,-0.46399999999999997,39.436,303.717,68.3254
739.4445,-0.2006,0.7745,-0.4638,39.3845,303.6872,68.2965
739.4556,-0.201,0.7747,-0.4636,39.3383,303.6976,68.2935
739.4667,-0.2007,0.7748,-0.4634,39.2924,303.70599999999996,68.2883
739.4778,-0.2008,0.7749,-0.46299999999999997,39.2561,303.6592,68.2417
739.4889,-0.201,0.7751,-0.4622,39.2296,303.5852,68.1841
739.5,-0.201,0.7749,-0.4616,39.1763,303.5367,68.1673
739.5111,-0.2012,0.7751,-0.4607,39.0807,303.4914,68.1579
739.5222,-0.2016,0.7754,-0.4594,38.9737,303.494,68.21300000000001
739.5333,-0.2015,0.7755,-0.4583,38.7784,303.4474,68.2581
739.5444,-0.2016,0.7757,-0.4568,38.536,303.3998,68.3249
739.5556,-0.2019,0.7759,-0.4556,38.3004,303.3096,68.3838
739.5667,-0.2018,0.7759999999999999,-0.45399999999999996,38.0176,303.1582,68.4452
739.5778,-0.2019,0.7762,-0.4523,37.7188,302.9214,68.4723
739.5889,-0.2023,0.7765,-0.4505,37.4512,302.6741,68.5069
739.6,-0.2023,0.7766,-0.4488,37.214,302.4366,68.5848
739.6111,-0.2024,0.7768,-0.4471,36.9273,302.1953,68.7117
739.6223,-0.2026,0.7771,-0.4455,36.6763,301.9525,68.8431
739.6334,-0.2026,0.7771,-0.4439,36.4553,301.6093,69.0123
