start_time,end_time,dominant_object,non_dominant_object,interaction_type
236.6497,237.4764,Hand,FailOnTouchObstacleMed,PickedUp
237.1222,237.1333,FailOnTouchObstacleMed,FailOnTouchObstacleShort,Pushed
237.1445,,FailOnTouchObstacleMed,FailOnTouchObstacleShort,Pushed
237.1889,237.6556,Hand,FailOnTouchObstacleMed,RightGate
237.4556,237.5,Hand,FailOnTouchObstacleMed,LeftGate
237.9778,238.1111,Hand,FailOnTouchObstacleLong,RightGate
238.0111,238.1445,Hand,FailOnTouchObstacleMed,LeftGate
238.0111,238.1889,HandToWrist,FailOnTouchObstacleLong,RightGate
238.0556,238.2333,HandToWrist,FailOnTouchObstacleMed,LeftGate
238.0778,238.2,Hand,FailOnTouchObstacleShort,LeftGate
238.1,239.4111,WristToElbow,FailOnTouchObstacleLong,RightGate
238.1111,238.3,HandToWrist,FailOnTouchObstacleShort,LeftGate
238.1445,239.3667,WristToElbow,FailOnTouchObstacleMed,LeftGate
238.2,239.3111,WristToElbow,FailOnTouchObstacleShort,LeftGate
238.2444,238.4333,Hand,FailOnTouchObstacleLong-1,RightGate
238.2444,238.4333,Hand,FailOnTouchObstacleShort-1,LeftGate
238.2444,238.4333,Hand,FailOnTouchObstacleMed-1,LeftGate
238.2889,239.2222,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
238.2889,239.2222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
238.2889,239.2222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
238.4222,239.1111,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
238.4222,239.1111,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
238.4222,239.1111,WristToElbow,FailOnTouchObstacleLong-1,RightGate
238.705,,Hand,Target,PickedUp
239.0889,239.2333,Hand,FailOnTouchObstacleLong-1,RightGate
239.0889,239.2333,Hand,FailOnTouchObstacleMed-1,LeftGate
239.0889,239.2333,Hand,FailOnTouchObstacleShort-1,LeftGate
239.2222,239.4111,HandToWrist,FailOnTouchObstacleShort,LeftGate
239.2778,239.4667,HandToWrist,FailOnTouchObstacleMed,LeftGate
239.2889,239.4222,Hand,FailOnTouchObstacleShort,LeftGate
239.3222,239.5222,HandToWrist,FailOnTouchObstacleLong,RightGate
239.3445,239.4889,Hand,FailOnTouchObstacleMed,LeftGate
239.3889,239.5333,Hand,FailOnTouchObstacleLong,RightGate
