object,x,y,z,width,height,depth
Target,-0.1975,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,0.1625,0.79,-0.115,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,-0.1875,0.79,-0.165,0.15,0.12,0.05000001
FailOnTouchObstacleMed,0.0425,0.79,0.075,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1425,0.79,-0.185,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.0125,0.79,-0.115,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2225,0.79,0.105,0.04999995,0.12,0.04999995
