object,x,y,z,width,height,depth
Target,-0.2075,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.1875,0.79,-0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.2475,0.79,-0.145,0.1,0.12,0.04999995
FailOnTouchObstacleLong,0.0425,0.79,0.165,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1275,0.79,0.085,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2025,0.79,-0.055,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.0275,0.79,-0.165,0.15,0.12,0.05000001
