start_time,end_time,dominant_object,non_dominant_object,interaction_type
552.5892,553.0493,Hand,FailOnTouchObstacleShort,PickedUp
553.0889,553.1667,Hand,FailOnTouchObstacleShort,Pushed
553.2,553.2111,Hand,FailOnTouchObstacleShort,Pushed
553.8223,554.0222,Hand,FailOnTouchObstacleShort,LeftGate
553.8556,554.0667,Hand,FailOnTouchObstacleMed,LeftGate
553.8556,554.0667,Hand,FailOnTouchObstacleLong,RightGate
553.8667,554.1889,HandToWrist,FailOnTouchObstacleShort,LeftGate
553.9,554.2889,HandToWrist,FailOnTouchObstacleMed,LeftGate
553.9,554.2889,HandToWrist,FailOnTouchObstacleLong,RightGate
553.9778,557.3667,WristToElbow,FailOnTouchObstacleShort,LeftGate
554.0222,557.2889,WristToElbow,FailOnTouchObstacleMed,LeftGate
554.0222,557.2889,WristToElbow,FailOnTouchObstacleLong,RightGate
554.6111,555.3,Hand,FailOnTouchObstacleShort-1,LeftGate
554.6111,555.3,Hand,FailOnTouchObstacleMed-1,LeftGate
554.6111,555.3,Hand,FailOnTouchObstacleLong-1,RightGate
554.7222,555.6556,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
554.7222,555.6556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
554.7222,555.6556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
555.1445,556.4222,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
555.1445,556.4222,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
555.1445,556.4222,WristToElbow,FailOnTouchObstacleLong-1,RightGate
555.8533,,Hand,Target,PickedUp
556.0333,556.6667,HandToWrist,FailOnTouchObstacleLong-1,RightGate
556.0333,556.6667,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
556.0333,556.6667,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
556.2778,556.7333,Hand,FailOnTouchObstacleLong-1,RightGate
556.2778,556.7333,Hand,FailOnTouchObstacleMed-1,LeftGate
556.2778,556.7333,Hand,FailOnTouchObstacleShort-1,LeftGate
557.0667,557.4889,HandToWrist,FailOnTouchObstacleLong,RightGate
557.0667,557.4889,HandToWrist,FailOnTouchObstacleMed,LeftGate
557.1334,557.5444,HandToWrist,FailOnTouchObstacleShort,LeftGate
557.2,557.5111,Hand,FailOnTouchObstacleLong,RightGate
557.2,557.5111,Hand,FailOnTouchObstacleMed,LeftGate
557.2889,557.5667,Hand,FailOnTouchObstacleShort,LeftGate
