object,x,y,z,width,height,depth
Target,0.0025,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.0275,0.79,-0.185,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.2775,0.79,0.075,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.1225,0.79,0.005000001,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2725,0.79,-0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.1725,0.79,0.075,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.2025,0.79,-0.185,0.15,0.12,0.05000001
