time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
1131.722,0.0005,0.7872,-0.2877,337.4719,340.9571,337.9617
1131.733,0.0002,0.7873,-0.2877,337.4586,340.9995,337.85
1131.745,0.0002,0.7872,-0.2877,337.4502,341.0128,337.7591
1131.756,0.0003,0.7873,-0.2878,337.4421,341.0094,337.72900000000004
1131.767,0.0002,0.7873,-0.2878,337.5057,341.0348,337.7436
1131.778,0.0001,0.7874,-0.2878,337.5748,341.0712,337.6582
1131.789,-0.0001,0.7872,-0.2878,337.5768,341.0779,337.5451
1131.8,-0.0003,0.7872,-0.2878,337.5499,341.0313,337.5322
1131.8110000000001,-0.0004,0.7872,-0.2878,337.5569,340.916,337.6418
1131.822,-0.0005,0.7874,-0.28800000000000003,337.5538,340.88800000000003,337.694
1131.833,-0.0004,0.7872,-0.2882,337.5293,340.8877,337.658
1131.844,-0.0005,0.7871,-0.2884,337.436,340.9339,337.5113
1131.856,-0.0005,0.787,-0.2884,337.3492,340.931,337.5188
1131.867,-0.0008,0.7871,-0.2884,337.2828,340.8788,337.6701
1131.878,-0.0008,0.7873,-0.2883,337.3597,340.8085,337.8168
1131.889,-0.0011,0.7872,-0.2884,337.4367,340.7668,337.8729
1131.9,-0.0011,0.7873,-0.2884,337.534,340.7492,337.7106
1131.911,-0.0011,0.7872,-0.2883,337.5956,340.7204,337.4802
1131.922,-0.0012,0.7872,-0.2883,337.6224,340.6612,337.4033
1131.933,-0.0012,0.7872,-0.2883,337.6295,340.5567,337.4506
1131.944,-0.0012,0.7872,-0.2883,337.6141,340.4815,337.5731
1131.9560000000001,-0.0011,0.7873,-0.2885,337.5161,340.5164,337.6072
1131.9669999999999,-0.0013,0.7873,-0.2885,337.3909,340.5468,337.6502
1131.978,-0.0013,0.7873,-0.2886,337.3281,340.543,337.7584
1131.989,-0.0014,0.7873,-0.2887,337.3412,340.5214,337.8694
1132.0,-0.0014,0.7874,-0.2887,337.4167,340.5222,337.897
1132.011,-0.0014,0.7874,-0.2887,337.5614,340.5193,337.6905
1132.022,-0.0014,0.7873,-0.2887,337.6189,340.5091,337.5541
1132.0330000000001,-0.0013,0.7873,-0.2887,337.7023,340.5084,337.4258
1132.0439999999999,-0.0011,0.7873,-0.289,337.7115,340.5314,337.3967
1132.056,-0.0011,0.7872,-0.2891,337.7092,340.5662,337.399
1132.067,-0.0009,0.7869,-0.2893,337.6015,340.6312,337.5582
1132.078,-0.0009,0.7868,-0.2894,337.5227,340.6778,337.6375
1132.089,-0.0009,0.7866,-0.2895,337.4782,340.7121,337.6693
1132.1,-0.0009,0.7866,-0.2895,337.4746,340.7325,337.6904
1132.111,-0.0007,0.7865,-0.2895,337.5276,340.7166,337.71
1132.122,-0.0005,0.7865,-0.2895,337.5622,340.7171,337.715
1132.133,-0.0002,0.7863,-0.2895,337.6472,340.7184,337.6382
1132.145,-0.0001,0.7861,-0.2894,337.7031,340.7327,337.5933
1132.156,-0.0001,0.7859999999999999,-0.2895,337.7637,340.7422,337.5744
1132.167,-0.0001,0.7859,-0.2894,337.8216,340.7833,337.5953
1132.178,0.0,0.7859,-0.2896,337.853,340.8456,337.6502
1132.1889999999999,-0.0001,0.7856,-0.2896,337.8731,340.9037,337.6783
1132.2,0.0,0.7855,-0.2895,337.8608,340.9529,337.7156
1132.211,0.0001,0.7853,-0.2893,337.8593,340.991,337.7549
1132.222,0.0002,0.7853,-0.2892,337.8548,341.031,337.7867
1132.233,0.0002,0.7854,-0.2891,337.8623,341.0496,337.8213
1132.245,0.0004,0.7854,-0.289,337.8536,341.0779,337.8286
1132.256,0.0007,0.7854,-0.2889,337.8643,341.1212,337.8307
1132.267,0.0011,0.7854,-0.2888,337.8246,341.2054,337.8455
1132.278,0.0015,0.7855,-0.2891,337.7338,341.3131,337.8691
1132.289,0.0018,0.7855,-0.289,337.6552,341.4192,337.9174
1132.3,0.0023,0.7856,-0.289,337.4945,341.5253,338.0642
1132.3110000000001,0.0027,0.7856,-0.2888,337.4076,341.5963,338.1812
1132.322,0.0034,0.7857,-0.2886,337.2875,341.6888,338.2475
1132.333,0.0043,0.7858,-0.2883,337.1532,341.8374,338.2133
1132.344,0.0052,0.7859,-0.2882,336.9892,342.0668,338.1949
1132.356,0.0062,0.7859999999999999,-0.2879,336.8308,342.3273,338.2277
1132.367,0.0072,0.7861,-0.2877,336.6288,342.6901,338.3363
1132.378,0.0085,0.7861,-0.2871,336.4201,343.0788,338.5245
1132.389,0.0097,0.7861,-0.2868,336.2034,343.4941,338.7529
1132.4,0.0112,0.7859999999999999,-0.2863,336.0038,343.9432,338.9805
1132.411,0.0127,0.7861,-0.2859,335.8261,344.3565,339.1992
1132.422,0.0145,0.7862,-0.2853,335.6882,344.8178,339.4368
1132.433,0.0164,0.7862,-0.2847,335.5687,345.2866,339.6126
1132.444,0.0182,0.7863,-0.2843,335.43300000000005,345.7617,339.7397
1132.4560000000001,0.0201,0.7863,-0.2837,335.3514,346.2927,339.787
1132.4669999999999,0.0223,0.7864,-0.28300000000000003,335.298,346.8237,339.8231
1132.478,0.0245,0.7865,-0.2824,335.2407,347.3867,339.8284
1132.489,0.0266,0.7865,-0.2817,335.2056,347.9602,339.8197
1132.5,0.0287,0.7866,-0.2809,335.2158,348.5864,339.8058
1132.511,0.0308,0.7866,-0.2797,335.3315,349.2215,339.7806
1132.522,0.0328,0.7866,-0.2788,335.3838,349.8286,339.7663
1132.5330000000001,0.0349,0.7866,-0.2779,335.5067,350.3905,339.7844
