start_time,end_time,dominant_object,non_dominant_object,interaction_type
152.2,152.4667,Hand,FailOnTouchObstacleShort,RightGate
152.2,152.4667,Hand,FailOnTouchObstacleLong,LeftGate
152.2,152.4667,Hand,FailOnTouchObstacleMed,RightGate
152.2556,152.6889,HandToWrist,FailOnTouchObstacleShort,RightGate
152.2556,152.6889,HandToWrist,FailOnTouchObstacleLong,LeftGate
152.2556,152.6889,HandToWrist,FailOnTouchObstacleMed,RightGate
152.4444,154.8111,WristToElbow,FailOnTouchObstacleShort,RightGate
152.4444,154.8111,WristToElbow,FailOnTouchObstacleLong,LeftGate
152.4444,154.8111,WristToElbow,FailOnTouchObstacleMed,RightGate
152.9,153.3667,Hand,FailOnTouchObstacleShort-1,LeftGate
152.9,153.3667,Hand,FailOnTouchObstacleMed-1,LeftGate
152.9,153.3667,Hand,FailOnTouchObstacleLong-1,RightGate
152.9667,153.7111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
152.9667,153.7111,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
152.9667,153.7111,HandToWrist,FailOnTouchObstacleLong-1,RightGate
153.3222,154.1667,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
153.3222,154.1667,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
153.3222,154.1667,WristToElbow,FailOnTouchObstacleLong-1,RightGate
153.7222,154.0333,Hand,Target,Pushed
153.7315,,Hand,Target,PickedUp
153.9111,154.3889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
153.9111,154.3889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
153.9111,154.3889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
154.1222,154.4222,Hand,FailOnTouchObstacleLong-1,RightGate
154.1222,154.4222,Hand,FailOnTouchObstacleMed-1,LeftGate
154.1222,154.4222,Hand,FailOnTouchObstacleShort-1,LeftGate
154.6,155.0,HandToWrist,FailOnTouchObstacleLong,LeftGate
154.6,155.0,HandToWrist,FailOnTouchObstacleMed,RightGate
154.6,155.0,HandToWrist,FailOnTouchObstacleShort,RightGate
154.7556,155.0333,Hand,FailOnTouchObstacleLong,LeftGate
154.7556,155.0333,Hand,FailOnTouchObstacleMed,RightGate
154.7556,155.0333,Hand,FailOnTouchObstacleShort,RightGate
