start_time,end_time,dominant_object,non_dominant_object,interaction_type
820.0908,821.0519,Hand,FailOnTouchObstacleMed,PickedUp
820.1667,820.1778,Hand,FailOnTouchObstacleShort,RightGate
820.1667,820.1778,Hand,FailOnTouchObstacleLong,RightGate
820.1889,820.2,Hand,FailOnTouchObstacleShort,RightGate
820.1889,820.2,Hand,FailOnTouchObstacleLong,RightGate
820.2778,821.0,Hand,FailOnTouchObstacleShort,RightGate
820.2778,821.4889,Hand,FailOnTouchObstacleLong,RightGate
820.4556,820.8445,HandToWrist,FailOnTouchObstacleShort,RightGate
820.4556,821.5667,HandToWrist,FailOnTouchObstacleLong,RightGate
821.0333,821.4889,Hand,FailOnTouchObstacleShort,RightGate
821.1556,821.5667,HandToWrist,FailOnTouchObstacleShort,RightGate
821.4667,822.5222,WristToElbow,FailOnTouchObstacleShort,RightGate
821.4667,822.5222,WristToElbow,FailOnTouchObstacleLong,RightGate
821.5222,821.6667,Hand,FailOnTouchObstacleMed,LeftGate
821.5667,821.7444,HandToWrist,FailOnTouchObstacleMed,LeftGate
821.6445,822.3556,WristToElbow,FailOnTouchObstacleMed,LeftGate
821.6445,821.8,Hand,FailOnTouchObstacleShort-1,LeftGate
821.6445,821.8,Hand,FailOnTouchObstacleMed-1,LeftGate
821.6445,821.8,Hand,FailOnTouchObstacleLong-1,RightGate
821.6778,821.9333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
821.6778,821.9333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
821.6778,821.9333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
821.7667,822.2333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
821.7667,822.2333,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
821.7667,822.2333,WristToElbow,FailOnTouchObstacleLong-1,RightGate
821.9565,,Hand,Target,PickedUp
822.0889,822.3112,HandToWrist,FailOnTouchObstacleLong-1,RightGate
822.0889,822.3112,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
822.0889,822.3112,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
822.1889,822.3223,Hand,FailOnTouchObstacleLong-1,RightGate
822.1889,822.3223,Hand,FailOnTouchObstacleMed-1,LeftGate
822.1889,822.3223,Hand,FailOnTouchObstacleShort-1,LeftGate
822.2667,822.4111,HandToWrist,FailOnTouchObstacleMed,LeftGate
822.3,822.4222,Hand,FailOnTouchObstacleMed,LeftGate
822.4222,822.5667,HandToWrist,FailOnTouchObstacleLong,RightGate
822.4222,822.5667,HandToWrist,FailOnTouchObstacleShort,RightGate
822.4556,822.5667,Hand,FailOnTouchObstacleLong,RightGate
822.4556,822.5667,Hand,FailOnTouchObstacleShort,RightGate
