object,x,y,z,width,height,depth
Target,0.2025,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.2525,0.79,0.005000001,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.2025,0.79,0.065,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,-0.1675,0.79,-0.135,0.15,0.12,0.05000001
FailOnTouchObstacleLong-1,-0.0375,0.79,0.015,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.1025,0.79,0.115,0.1,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.1475,0.79,0.085,0.04999995,0.12,0.04999995
