time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
747.8445,0.1737,0.861,-0.5633,347.5536,110.9353,139.0455
747.8556,0.1737,0.8611,-0.5633,347.5921,110.9346,139.0392
747.8667,0.1738,0.8612,-0.5634,347.621,110.936,139.0265
747.8778,0.1739,0.8613,-0.5636,347.5997,110.9533,139.0214
747.8889,0.1736,0.861,-0.5635,347.5421,110.9575,139.0454
747.9,0.1737,0.861,-0.5636,347.49800000000005,110.9573,139.0665
747.9111,0.174,0.8612,-0.5637,347.4662,110.9632,139.0937
747.9222,0.1735,0.8609,-0.5634,347.4622,110.9297,139.1146
747.9333,0.1736,0.8609,-0.5635,347.4813,110.8786,139.1276
747.9445,0.1737,0.8609,-0.5635,347.4866,110.8384,139.1476
747.9556,0.1733,0.8604,-0.5631,347.5417,110.8126,139.1795
747.9667,0.1733,0.8604,-0.5632,347.5795,110.7778,139.2114
747.9778,0.17300000000000001,0.8602,-0.5634,347.61400000000003,110.7584,139.232
747.9889,0.1726,0.86,-0.5632,347.6217,110.7549,139.2371
748.0,0.1726,0.86,-0.5633,347.6151,110.7487,139.2487
748.0111,0.1728,0.8601,-0.5633,347.6018,110.7429,139.25799999999998
748.0222,0.1724,0.8598,-0.5629,347.5663,110.7347,139.2742
748.0333,0.1724,0.8598,-0.5628,347.5806,110.6884,139.2894
748.0444,0.1723,0.8597,-0.5629,347.5966,110.652,139.2936
748.0556,0.172,0.8595,-0.5626,347.5972,110.5975,139.3268
748.0667,0.172,0.8595,-0.5626,347.5659,110.5912,139.34
748.0778,0.1719,0.8594,-0.5627,347.5285,110.6375,139.3435
748.0889,0.1717,0.8591,-0.5625,347.51,110.7244,139.3699
748.1,0.1717,0.8590000000000001,-0.5626,347.51199999999994,110.8287,139.3796
748.1111,0.1718,0.8590000000000001,-0.5627,347.5167,110.9209,139.3902
748.1223,0.1715,0.8588,-0.5625,347.5042,111.021,139.4158
748.1334,0.1715,0.8588,-0.5626,347.4799,111.1037,139.4413
748.1445,0.1715,0.8588,-0.5628,347.4341,111.2008,139.4751
748.1556,0.1711,0.8585,-0.5626,347.3901,111.3211,139.515
748.1667,0.1712,0.8585,-0.5627,347.3098,111.4977,139.5773
748.1778,0.1714,0.8585,-0.5629,347.2598,111.6537,139.6143
748.1889,0.1714,0.8584,-0.5631,347.1989,111.82799999999999,139.6718
748.2,0.1715,0.8583,-0.5633,347.1459,112.021,139.72299999999998
748.2111,0.1717,0.8583,-0.5637,347.1028,112.2097,139.7672
748.2222,0.1714,0.8581,-0.5637,347.0506,112.3874,139.8221
748.2333,0.1714,0.8581,-0.564,347.0164,112.6072,139.8803
748.2444,0.1715,0.858,-0.5644,346.9554,112.8666,139.9257
748.2556,0.1714,0.8577,-0.5645,346.8948,113.1781,139.9733
748.2667,0.1706,0.857,-0.5646,346.8265,113.5314,140.0031
748.2778,0.1707,0.8569,-0.5649,346.7491,113.853,140.0409
748.2889,0.1708,0.8569,-0.5654,346.6505,114.2196,140.0732
748.3,0.171,0.8569,-0.5658,346.5547,114.6213,140.1014
748.3112,0.1714,0.8569,-0.5661,346.4649,115.0474,140.1269
748.3223,0.1718,0.8568,-0.5666,346.3952,115.4771,140.1528
748.3334,0.1721,0.8568,-0.5670000000000001,346.3194,115.97200000000001,140.1663
748.3445,0.1722,0.8568,-0.5678,346.2395,116.4983,140.1342
748.3556,0.1724,0.8569,-0.5684,346.1444,117.0433,140.1146
748.3667,0.1727,0.8569,-0.5689,346.0307,117.6105,140.0864
748.3778,0.17300000000000001,0.857,-0.5695,345.8857,118.193,140.0431
748.3889,0.1734,0.857,-0.5701,345.7537,118.77799999999999,139.9965
748.4,0.1738,0.8571,-0.5705,345.6217,119.4008,139.9339
748.4111,0.1742,0.8573,-0.5710000000000001,345.5033,120.0083,139.8821
748.4222,0.1746,0.8573,-0.5717,345.3987,120.5698,139.845
748.4333,0.1749,0.8574,-0.5723,345.2917,121.1429,139.812
748.4445,0.1752,0.8575,-0.5731,345.1844,121.712,139.7681
748.4556,0.1755,0.8576,-0.5738,345.0797,122.2657,139.7276
748.4667,0.1757,0.8577,-0.5745,344.9758,122.7962,139.7061
748.4778,0.1761,0.8578,-0.5752,344.8555,123.3568,139.6993
748.4889,0.1761,0.8581,-0.5758,344.7697,123.956,139.6776
748.5,0.1764,0.8581,-0.5764,344.7421,124.583,139.6263
748.5111,0.1767,0.8583,-0.5772,344.7128,125.1147,139.5799
748.5222,0.177,0.8582,-0.5779,344.6837,125.5836,139.5652
748.5333,0.1771,0.8582,-0.5786,344.6451,126.0365,139.5674
748.5444,0.1776,0.8584,-0.5794,344.6208,126.5257,139.5523
748.5556,0.1776,0.8585,-0.5799,344.6089,126.9837,139.5637
748.5667,0.1777,0.8586,-0.5805,344.5994,127.4018,139.5909
