start_time,end_time,dominant_object,non_dominant_object,interaction_type
800.3081,801.2575,Hand,FailOnTouchObstacleShort,PickedUp
800.5778,801.8556,Hand,FailOnTouchObstacleMed,LeftGate
800.5778,801.8556,Hand,FailOnTouchObstacleLong,RightGate
800.6778,801.9667,HandToWrist,FailOnTouchObstacleMed,LeftGate
800.6778,801.9667,HandToWrist,FailOnTouchObstacleLong,RightGate
801.0778,801.4445,WristToElbow,FailOnTouchObstacleMed,LeftGate
801.0778,801.4445,WristToElbow,FailOnTouchObstacleLong,RightGate
801.8334,803.3778,WristToElbow,FailOnTouchObstacleMed,LeftGate
801.8334,803.3778,WristToElbow,FailOnTouchObstacleLong,RightGate
802.0778,802.4111,Hand,FailOnTouchObstacleShort-1,RightGate
802.0778,802.4111,Hand,FailOnTouchObstacleLong-1,LeftGate
802.0778,802.4111,Hand,FailOnTouchObstacleMed-1,RightGate
802.1334,802.5889,Hand,FailOnTouchObstacleShort,LeftGate
802.1334,803.2111,HandToWrist,FailOnTouchObstacleShort-1,RightGate
802.1334,803.2111,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
802.1334,803.2111,HandToWrist,FailOnTouchObstacleMed-1,RightGate
802.1778,803.2,HandToWrist,FailOnTouchObstacleShort,LeftGate
802.3556,803.1,WristToElbow,FailOnTouchObstacleShort-1,RightGate
802.3556,803.1,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
802.3556,803.1,WristToElbow,FailOnTouchObstacleMed-1,RightGate
802.4556,803.0556,WristToElbow,FailOnTouchObstacleShort,LeftGate
802.8217,,Hand,Target,PickedUp
802.9445,803.2222,Hand,FailOnTouchObstacleShort,LeftGate
803.0667,803.2222,Hand,FailOnTouchObstacleLong-1,LeftGate
803.0667,803.2222,Hand,FailOnTouchObstacleMed-1,RightGate
803.0667,803.2222,Hand,FailOnTouchObstacleShort-1,RightGate
803.3112,803.4556,HandToWrist,FailOnTouchObstacleLong,RightGate
803.3112,803.4556,HandToWrist,FailOnTouchObstacleMed,LeftGate
803.3556,803.4556,Hand,FailOnTouchObstacleMed,LeftGate
803.3556,803.4556,Hand,FailOnTouchObstacleLong,RightGate
