time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
491.9222,0.1814,0.7353,-0.4788,50.68899999999999,37.7932,69.6429
491.9333,0.1814,0.7352,-0.4787,50.5694,37.8328,69.7114
491.9445,0.1814,0.7351,-0.4788,50.4598,37.8598,69.7517
491.9556,0.1814,0.735,-0.4788,50.4508,37.8617,69.7525
491.9667,0.1814,0.735,-0.4788,50.4902,37.88,69.7383
491.9778,0.1813,0.735,-0.4788,50.599,37.8317,69.653
491.9889,0.1812,0.735,-0.4786,50.7023,37.7368,69.5752
492.0,0.1813,0.735,-0.4786,50.7565,37.6488,69.52199999999999
492.0111,0.1813,0.735,-0.4786,50.6509,37.657,69.563
492.0222,0.1813,0.7348,-0.4782,50.5984,37.6733,69.5697
492.0334,0.1812,0.7348,-0.4782,50.4948,37.7876,69.6628
492.0445,0.1812,0.7347,-0.4782,50.4533,37.7982,69.6862
492.0556,0.1811,0.7347,-0.4783,50.4737,37.7541,69.6616
492.0667,0.1809,0.7347,-0.4783,50.4968,37.7136,69.6369
492.0778,0.1809,0.7346,-0.4784,50.5918,37.6298,69.5459
492.0889,0.1807,0.7344,-0.4782,50.6658,37.5388,69.4687
492.1,0.18100000000000002,0.7344,-0.4784,50.6958,37.4351,69.4004
492.1111,0.18100000000000002,0.7342,-0.4785,50.6653,37.4155,69.3801
492.1222,0.1811,0.7341,-0.4787,50.6091,37.4793,69.421
492.1333,0.1812,0.7340000000000001,-0.4789,50.5329,37.565,69.4882
492.1445,0.1813,0.7339,-0.479,50.49,37.5975,69.5448
492.1556,0.1812,0.7338,-0.4791,50.4742,37.5525,69.5302
492.1667,0.1813,0.7338,-0.4793,50.4608,37.5532,69.5459
492.1778,0.1814,0.7338,-0.4793,50.4845,37.4991,69.5106
492.1889,0.1813,0.7336,-0.4792,50.5039,37.478,69.4833
492.2,0.1817,0.7336,-0.4795,50.5061,37.4611,69.4563
492.2111,0.1818,0.7336,-0.4796,50.5003,37.4862,69.4491
492.2222,0.1818,0.7335,-0.4793,50.4675,37.5649,69.5037
492.2333,0.1819,0.7336,-0.4795,50.4245,37.6035,69.5432
492.2444,0.1819,0.7337,-0.4793,50.4029,37.6131,69.5902
492.2556,0.1817,0.7337,-0.4792,50.4107,37.5841,69.612
492.2667,0.1819,0.7338,-0.4792,50.4518,37.5657,69.6156
492.2778,0.1819,0.7339,-0.4789,50.456,37.5582,69.5959
492.2889,0.1817,0.7338,-0.4786,50.4478,37.5353,69.5304
492.3,0.1816,0.7340000000000001,-0.4784,50.4192,37.5463,69.513
492.3111,0.1815,0.7340000000000001,-0.4782,50.3846,37.5852,69.5235
492.3222,0.1812,0.7340000000000001,-0.4781,50.3417,37.6456,69.5657
492.3333,0.1812,0.7342,-0.4781,50.3122,37.6716,69.5794
492.3445,0.1809,0.7342,-0.4778,50.3011,37.6056,69.5095
492.3556,0.1806,0.7342,-0.4777,50.3234,37.52,69.4297
492.3667,0.1806,0.7344,-0.4776,50.352,37.5028,69.3985
492.3778,0.1804,0.7344,-0.4774,50.3683,37.5217,69.3769
492.3889,0.1799,0.7344,-0.47700000000000004,50.4078,37.6119,69.4269
492.4,0.1797,0.7346,-0.4769,50.4275,37.6717,69.5149
