start_time,end_time,dominant_object,non_dominant_object,interaction_type
1261.989,1262.089,Hand,FailOnTouchObstacleLong,RightGate
1262.011,1262.133,HandToWrist,FailOnTouchObstacleLong,RightGate
1262.056,1263.667,WristToElbow,FailOnTouchObstacleLong,RightGate
1262.256,1263.322,Hand,FailOnTouchObstacleLong-1,RightGate
1262.3,1263.389,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1262.511,1264.122,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1262.695,1263.075,Hand,FailOnTouchObstacleMed,PickedUp
1263.289,1263.3110000000001,Hand,FailOnTouchObstacleMed,Pushed
1263.3110000000001,1263.6,Hand,FailOnTouchObstacleMed,RightGate
1263.367,1264.056,HandToWrist,FailOnTouchObstacleMed,RightGate
1263.433,1264.011,Hand,FailOnTouchObstacleMed-1,RightGate
1263.478,1264.0,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1263.511,1263.9669999999999,WristToElbow,FailOnTouchObstacleMed,RightGate
1263.667,1263.878,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1263.8,1263.8110000000001,Hand,Target,Pushed
1263.823,,Hand,Target,PickedUp
1263.911,1264.322,WristToElbow,FailOnTouchObstacleLong,RightGate
1263.922,1264.056,Hand,FailOnTouchObstacleMed,RightGate
1264.056,1264.167,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1264.078,1264.167,Hand,FailOnTouchObstacleLong-1,RightGate
1264.256,1264.344,HandToWrist,FailOnTouchObstacleLong,RightGate
1264.267,1264.356,Hand,FailOnTouchObstacleLong,RightGate
