time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
303.4333,0.0052,0.7724,-0.2482,322.214,325.37,358.954
303.4445,0.0052,0.7721,-0.2488,322.2913,325.2726,358.9084
303.4556,0.0054,0.7719,-0.2493,322.2826,325.2074,358.8274
303.4667,0.0055,0.7717,-0.2498,322.27299999999997,325.1649,358.7463
303.4778,0.0055,0.7714,-0.25,322.2456,325.1519,358.6615
303.4889,0.0056,0.7713,-0.2503,322.22900000000004,325.1575,358.5966
303.5,0.0055,0.7712,-0.2507,322.2267,325.1758,358.5278
303.5111,0.0057,0.7712,-0.2509,322.2672,325.2596,358.4606
303.5222,0.0058,0.7711,-0.251,322.3481,325.4099,358.3197
303.5334,0.0058,0.7711,-0.2512,322.4362,325.551,358.1823
303.5445,0.006,0.7712,-0.2514,322.4998,325.7678,357.9826
303.5556,0.0061,0.7712,-0.2514,322.5175,325.9124,357.8346
303.5667,0.0063,0.7709999999999999,-0.2515,322.5136,325.993,357.7734
303.5778,0.0063,0.7709999999999999,-0.2516,322.4661,326.0022,357.7969
303.5889,0.0064,0.7709,-0.2517,322.45099999999996,325.9132,357.9035
303.6,0.0066,0.7708,-0.2519,322.4723,325.8438,357.9428
303.6111,0.0067,0.7708,-0.252,322.5318,325.7497,357.9509
303.6222,0.0067,0.7709,-0.2521,322.57099999999997,325.7704,357.8456
303.6333,0.0069,0.7708,-0.2523,322.5763,325.8325,357.7389
303.6444,0.0069,0.7709,-0.2525,322.5895,325.9904,357.6063
303.6555,0.006999999999999999,0.7709,-0.2526,322.6086,326.0712,357.5401
303.6667,0.006999999999999999,0.7709,-0.2527,322.6255,326.0977,357.4975
303.6778,0.0071,0.7709999999999999,-0.2527,322.6633,326.0561,357.5173
303.6889,0.0071,0.7709999999999999,-0.2528,322.6747,325.9887,357.5526
303.7,0.0072,0.7711,-0.253,322.6507,325.9063,357.5555
303.7111,0.006999999999999999,0.7709,-0.2531,322.6393,325.8494,357.5681
