time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
488.3333,0.0575,0.79,0.055,0.0,0.0,0.0
488.3445,0.0575,0.79,0.055,0.0,0.0,0.0
488.3556,0.0575,0.79,0.055,0.0,0.0,0.0
488.3667,0.0575,0.79,0.055,0.0,0.0,0.0
488.3778,0.0575,0.79,0.055,0.0,0.0,0.0
488.3889,0.0575,0.79,0.055,0.0,0.0,0.0
488.4,0.0575,0.79,0.055,0.0,0.0,0.0
488.4111,0.0575,0.79,0.055,0.0,0.0,0.0
488.4222,0.0575,0.79,0.055,0.0,0.0,0.0
488.4333,0.0575,0.79,0.055,0.0,0.0,0.0
488.4445,0.0575,0.79,0.055,0.0,0.0,0.0
488.4556,0.0575,0.79,0.055,0.0,0.0,0.0
488.4667,0.0575,0.79,0.055,0.0,0.0,0.0
488.4778,0.0575,0.79,0.055,0.0,0.0,0.0
488.4889,0.0575,0.79,0.055,0.0,0.0,0.0
488.5,0.0575,0.79,0.055,0.0,0.0,0.0
488.5111,0.0575,0.79,0.055,0.0,0.0,0.0
488.5222,0.0575,0.79,0.055,0.0,0.0,0.0
488.5334,0.0575,0.79,0.055,0.0,0.0,0.0
488.5445,0.0575,0.79,0.055,0.0,0.0,0.0
488.5556,0.0575,0.79,0.055,0.0,0.0,0.0
488.5667,0.0575,0.79,0.055,0.0,0.0,0.0
488.5778,0.0575,0.79,0.055,0.0,0.0,0.0
488.5889,0.0575,0.79,0.055,0.0,0.0,0.0
488.6,0.0575,0.79,0.055,0.0,0.0,0.0
488.6111,0.0575,0.79,0.055,0.0,0.0,0.0
488.6222,0.0575,0.79,0.055,0.0,0.0,0.0
488.6333,0.0575,0.79,0.055,0.0,0.0,0.0
488.6445,0.0575,0.79,0.055,0.0,0.0,0.0
488.6556,0.0575,0.79,0.055,0.0,0.0,0.0
488.6667,0.0575,0.79,0.055,0.0,0.0,0.0
488.6778,0.0575,0.79,0.055,0.0,0.0,0.0
488.6889,0.0575,0.79,0.055,0.0,0.0,0.0
488.7,0.0575,0.79,0.055,0.0,0.0,0.0
488.7111,0.0575,0.79,0.055,0.0,0.0,0.0
488.7222,0.0575,0.79,0.055,0.0,0.0,0.0
488.7333,0.0575,0.79,0.055,0.0,0.0,0.0
488.7444,0.0575,0.79,0.055,0.0,0.0,0.0
488.7556,0.0575,0.79,0.055,0.0,0.0,0.0
488.7667,0.0575,0.79,0.055,0.0,0.0,0.0
488.7778,0.0575,0.79,0.055,0.0,0.0,0.0
488.7889,0.0575,0.79,0.055,0.0,0.0,0.0
488.8,0.0575,0.79,0.055,0.0,0.0,0.0
488.8111,0.0575,0.79,0.055,0.0,0.0,0.0
488.8222,0.0575,0.79,0.055,0.0,0.0,0.0
488.8333,0.0575,0.79,0.055,0.0,0.0,0.0
488.8445,0.0575,0.79,0.055,0.0,0.0,0.0
488.8556,0.0575,0.79,0.055,0.0,0.0,0.0
488.8667,0.0575,0.79,0.055,0.0,0.0,0.0
488.8778,0.0575,0.79,0.055,0.0,0.0,0.0
488.8889,0.0575,0.79,0.055,0.0,0.0,0.0
488.9,0.0575,0.79,0.055,0.0,0.0,0.0
488.9111,0.0575,0.79,0.055,0.0,0.0,0.0
488.9222,0.0575,0.79,0.055,0.0,0.0,0.0
488.9333,0.0575,0.79,0.055,0.0,0.0,0.0
488.9445,0.0575,0.79,0.055,0.0,0.0,0.0
488.9556,0.0575,0.79,0.055,0.0,0.0,0.0
488.9667,0.0575,0.79,0.055,0.0,0.0,0.0
488.9778,0.0575,0.79,0.055,0.0,0.0,0.0
488.9889,0.0575,0.79,0.055,0.0,0.0,0.0
489.0,0.0575,0.79,0.055,0.0,0.0,0.0
489.0111,0.0575,0.79,0.055,0.0,0.0,0.0
489.0222,0.0575,0.79,0.055,0.0,0.0,0.0
489.0334,0.0575,0.79,0.055,0.0,0.0,0.0
489.0445,0.0575,0.79,0.055,0.0,0.0,0.0
489.0556,0.0575,0.79,0.055,0.0,0.0,0.0
489.0667,0.0575,0.79,0.055,0.0,0.0,0.0
489.0778,0.0575,0.79,0.055,0.0,0.0,0.0
489.0889,0.0575,0.79,0.055,0.0,0.0,0.0
489.1,0.0575,0.79,0.055,0.0,0.0,0.0
489.1111,0.0575,0.79,0.055,0.0,0.0,0.0
489.1222,0.0575,0.79,0.055,0.0,0.0,0.0
489.1333,0.0575,0.79,0.055,0.0,0.0,0.0
489.1445,0.0575,0.79,0.055,0.0,0.0,0.0
489.1556,0.0575,0.79,0.055,0.0,0.0,0.0
489.1667,0.0575,0.79,0.055,0.0,0.0,0.0
489.1778,0.0575,0.79,0.055,0.0,0.0,0.0
489.1889,0.0575,0.79,0.055,0.0,0.0,0.0
489.2,0.0575,0.79,0.055,0.0,0.0,0.0
489.2111,0.0575,0.79,0.055,0.0,0.0,0.0
489.2222,0.0575,0.79,0.055,0.0,0.0,0.0
489.2333,0.0575,0.79,0.055,0.0,0.0,0.0
489.2444,0.0575,0.79,0.055,0.0,0.0,0.0
489.2556,0.0575,0.79,0.055,0.0,0.0,0.0
