time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
192.8111,0.0225,0.79,0.055,0.0,0.0,0.0
192.8222,0.0225,0.79,0.055,0.0002,0.0002,0.0002
192.8333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.8445,0.0225,0.79,0.055,0.0005,0.0005,0.0005
192.8556,0.0225,0.79,0.055,0.0005,0.0005,0.0005
192.8667,0.0225,0.79,0.055,0.0005,0.0005,0.0005
192.8778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.8889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
192.9889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.0889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.1889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.2889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.3889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.4889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.5889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.6889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.7889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.8889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
193.9889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
194.0,0.0225,0.79,0.055,0.0004,0.0004,0.0004
194.0111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
194.0222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
194.0333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
194.0444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
