start_time,end_time,dominant_object,non_dominant_object,interaction_type
774.7,775.2556,Hand,FailOnTouchObstacleLong,Pushed
774.7444,775.1334,Hand,FailOnTouchObstacleShort,RightGate
774.7444,775.2222,Hand,FailOnTouchObstacleMed,RightGate
774.7556,774.9111,Hand,FailOnTouchObstacleLong,LeftGate
774.8778,775.2222,Hand,FailOnTouchObstacleLong,RightGate
775.8778,776.2222,Hand,FailOnTouchObstacleLong,Pushed
775.8889,776.2,Hand,FailOnTouchObstacleShort,RightGate
775.8889,776.2,Hand,FailOnTouchObstacleMed,RightGate
775.9,775.9778,Hand,FailOnTouchObstacleLong,LeftGate
775.9889,776.0,Hand,FailOnTouchObstacleLong,LeftGate
776.0444,776.0667,Hand,FailOnTouchObstacleLong,LeftGate
776.0556,776.1889,Hand,FailOnTouchObstacleLong,RightGate
776.7333,776.8667,Hand,FailOnTouchObstacleLong,Pushed
776.7444,777.2778,Hand,FailOnTouchObstacleShort,RightGate
776.7444,777.4778,Hand,FailOnTouchObstacleMed,RightGate
776.7556,776.8112,Hand,FailOnTouchObstacleLong,RightGate
776.9333,778.0111,Hand,FailOnTouchObstacleLong,Pushed
776.9667,777.0556,Hand,FailOnTouchObstacleLong,LeftGate
777.0292,777.8661,Hand,FailOnTouchObstacleLong,PickedUp
777.0333,777.0444,Hand,FailOnTouchObstacleLong,RightGate
777.0889,777.1889,Hand,FailOnTouchObstacleLong,LeftGate
777.1556,777.2444,Hand,FailOnTouchObstacleLong,RightGate
777.2556,777.4445,Hand,FailOnTouchObstacleLong,RightGate
777.4556,777.5111,Hand,FailOnTouchObstacleLong,RightGate
777.5556,777.7667,Hand,FailOnTouchObstacleLong,RightGate
777.7,777.9445,Hand,FailOnTouchObstacleLong,LeftGate
778.1111,778.1778,Hand,FailOnTouchObstacleLong,Pushed
778.6556,778.8,Hand,FailOnTouchObstacleShort,RightGate
778.6556,778.8,Hand,FailOnTouchObstacleMed,RightGate
778.6889,778.8889,HandToWrist,FailOnTouchObstacleShort,RightGate
778.6889,778.8889,HandToWrist,FailOnTouchObstacleMed,RightGate
778.7111,778.8778,Hand,FailOnTouchObstacleLong,LeftGate
778.7444,779.0,HandToWrist,FailOnTouchObstacleLong,LeftGate
778.7778,782.2667,WristToElbow,FailOnTouchObstacleShort,RightGate
778.7778,782.2667,WristToElbow,FailOnTouchObstacleMed,RightGate
778.8223,782.1778,WristToElbow,FailOnTouchObstacleLong,LeftGate
779.1,780.2444,Hand,FailOnTouchObstacleShort-1,Pushed
779.1223,779.4111,Hand,FailOnTouchObstacleShort-1,RightGate
779.1223,779.4889,Hand,FailOnTouchObstacleLong-1,LeftGate
779.1223,779.4889,Hand,FailOnTouchObstacleMed-1,LeftGate
779.3778,779.4333,Hand,FailOnTouchObstacleShort-1,LeftGate
779.4189,780.1116,Hand,FailOnTouchObstacleShort-1,PickedUp
779.4889,780.1889,Hand,FailOnTouchObstacleShort-1,LeftGate
779.9556,780.1889,Hand,FailOnTouchObstacleShort-1,RightGate
780.6778,780.8889,Hand,FailOnTouchObstacleLong-1,LeftGate
780.6778,780.8889,Hand,FailOnTouchObstacleMed-1,LeftGate
780.7222,781.0111,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
780.7222,781.0111,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
780.7556,781.0,Hand,FailOnTouchObstacleShort-1,RightGate
780.8,781.1111,HandToWrist,FailOnTouchObstacleShort-1,RightGate
780.8667,781.8445,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
780.8667,781.8445,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
780.9111,781.8,WristToElbow,FailOnTouchObstacleShort-1,RightGate
781.1778,781.5,Hand,Target,Pushed
781.2844,,Hand,Target,PickedUp
781.4778,781.9333,HandToWrist,FailOnTouchObstacleShort-1,RightGate
781.6778,781.9889,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
781.6778,781.9889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
781.6889,781.9556,Hand,FailOnTouchObstacleShort-1,RightGate
781.8112,782.0111,Hand,FailOnTouchObstacleLong-1,LeftGate
781.8112,782.0111,Hand,FailOnTouchObstacleMed-1,LeftGate
782.0111,782.3112,HandToWrist,FailOnTouchObstacleLong,LeftGate
782.1111,782.3223,Hand,FailOnTouchObstacleLong,LeftGate
782.1334,782.3778,HandToWrist,FailOnTouchObstacleMed,RightGate
782.1334,782.3778,HandToWrist,FailOnTouchObstacleShort,RightGate
782.2333,782.4,Hand,FailOnTouchObstacleMed,RightGate
782.2333,782.4,Hand,FailOnTouchObstacleShort,RightGate
