time,FailOnTouchObstacleLong_pos_x,FailOnTouchObstacleLong_pos_y,FailOnTouchObstacleLong_pos_z,FailOnTouchObstacleLong_rot_x,FailOnTouchObstacleLong_rot_y,FailOnTouchObstacleLong_rot_z
167.1889,0.1625,0.79,-0.105,0.0,0.0,0.0
167.2,0.1625,0.79,-0.105,0.0002,0.0002,0.0002
167.2111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.2222,0.1625,0.79,-0.105,0.0005,0.0005,0.0005
167.2333,0.1625,0.79,-0.105,0.0005,0.0005,0.0005
167.2444,0.1625,0.79,-0.105,0.0005,0.0005,0.0005
167.2556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.2667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.2778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.2889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3445,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.3889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4444,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.4889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5444,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.5889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6445,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.6889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7444,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.7889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8445,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.8889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9444,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
167.9889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0444,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0667,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0778,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.0889,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1111,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1222,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1333,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1445,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1556,0.1625,0.79,-0.105,0.0004,0.0004,0.0004
168.1667,0.1626,0.79,-0.1048,0.156,0.156,0.156
168.1778,0.1616,0.7906,-0.1066,0.772,0.772,0.772
168.1889,0.1619,0.7902,-0.106,2.0659,2.0659,2.0659
168.2,0.1629,0.79,-0.1048,1.9552,1.9552,1.9552
168.2111,0.1645,0.79,-0.1033,1.7227,1.7227,1.7227
168.2222,0.1663,0.79,-0.1018,1.2911,1.2911,1.2911
168.2333,0.1672,0.7899,-0.1005,1.4275,1.4275,1.4275
168.2444,0.1677,0.7899,-0.0992,1.5675,1.5675,1.5675
168.2556,0.1682,0.7899,-0.098,1.7249,1.7249,1.7249
168.2667,0.1686,0.7899,-0.0969,1.7801,1.7801,1.7801
168.2778,0.1693,0.7899,-0.0957,1.7537,1.7537,1.7537
168.2889,0.17,0.7899,-0.0946,1.6313,1.6313,1.6313
168.3,0.1709,0.79,-0.0935,1.4316,1.4316,1.4316
168.3111,0.172,0.7901,-0.0923,1.1699,1.1699,1.1699
168.3222,0.1731,0.7901,-0.0911,1.0713,1.0713,1.0713
168.3333,0.1743,0.7901,-0.0899,0.9965,0.9965,0.9965
168.3445,0.1754,0.7901,-0.0888,1.0052,1.0052,1.0052
168.3556,0.1764,0.7901,-0.0877,1.0449,1.0449,1.0449
168.3667,0.1776,0.7901,-0.0866,1.0472,1.0472,1.0472
168.3778,0.1789,0.7901,-0.0854,0.9898,0.9898,0.9898
168.3889,0.1805,0.7901,-0.0843,0.8643,0.8643,0.8643
168.4,0.1821,0.7902,-0.0831,0.7194,0.7194,0.7194
168.4111,0.1837,0.7902,-0.08199999999999999,0.6193,0.6193,0.6193
168.4222,0.1853,0.7903,-0.0807,0.5122,0.5122,0.5122
168.4333,0.187,0.7903,-0.0794,0.4467,0.4467,0.4467
168.4444,0.1889,0.7903,-0.0781,0.4221,0.4221,0.4221
168.4556,0.1908,0.7903,-0.0766,0.3465,0.3465,0.3465
168.4667,0.1926,0.7903,-0.075,0.3315,0.3315,0.3315
168.4778,0.1942,0.7903,-0.0734,0.3159,0.3159,0.3159
168.4889,0.1958,0.7903,-0.0718,0.3508,0.3508,0.3508
168.5,0.1974,0.7903,-0.0701,0.3347,0.3347,0.3347
168.5111,0.1991,0.7904,-0.0683,0.2358,0.2358,0.2358
168.5222,0.201,0.7904,-0.0664,0.085,0.085,0.085
168.5333,0.2031,0.7905,-0.0646,359.9276,359.9276,359.9276
168.5444,0.205,0.7905,-0.0627,359.9294,359.9294,359.9294
168.5556,0.207,0.7905,-0.0608,359.8671,359.8671,359.8671
168.5667,0.2091,0.7905,-0.0589,359.8148,359.8148,359.8148
