start_time,end_time,dominant_object,non_dominant_object,interaction_type
86.67778,88.41111,Hand,FailOnTouchObstacleShort,LeftGate
86.67778,88.42223,Hand,FailOnTouchObstacleLong,RightGate
86.72222,87.85556,Hand,FailOnTouchObstacleShort,Pushed
86.7865,87.72504,Hand,FailOnTouchObstacleShort,PickedUp
86.78889000000001,86.82223,HandToWrist,FailOnTouchObstacleShort,LeftGate
86.86667,86.93333,HandToWrist,FailOnTouchObstacleLong,RightGate
86.97778000000001,87.06667,HandToWrist,FailOnTouchObstacleShort,LeftGate
87.0,87.4,HandToWrist,FailOnTouchObstacleLong,RightGate
87.5,88.53333,HandToWrist,FailOnTouchObstacleShort,LeftGate
88.14445,88.55556,HandToWrist,FailOnTouchObstacleLong,RightGate
88.36667,90.22222,WristToElbow,FailOnTouchObstacleShort,LeftGate
88.4,90.21110999999999,WristToElbow,FailOnTouchObstacleLong,RightGate
88.7,88.97778000000001,Hand,FailOnTouchObstacleShort-1,LeftGate
88.7,88.97778000000001,Hand,FailOnTouchObstacleLong-1,RightGate
88.75555,89.26666999999999,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
88.75555,89.26666999999999,HandToWrist,FailOnTouchObstacleLong-1,RightGate
88.94445,89.94445,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
88.94445,89.94445,WristToElbow,FailOnTouchObstacleLong-1,RightGate
89.3,89.73334,Hand,Target,Pushed
89.52316,,Hand,Target,PickedUp
89.77778,90.04445,HandToWrist,FailOnTouchObstacleLong-1,RightGate
89.77778,90.04445,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
89.9,90.05556,Hand,FailOnTouchObstacleLong-1,RightGate
89.9,90.05556,Hand,FailOnTouchObstacleShort-1,LeftGate
90.13334,90.28889000000001,HandToWrist,FailOnTouchObstacleLong,RightGate
90.14445,90.3,HandToWrist,FailOnTouchObstacleShort,LeftGate
90.17778,90.3,Hand,FailOnTouchObstacleLong,RightGate
90.18889,90.31111,Hand,FailOnTouchObstacleShort,LeftGate
