time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
86.87778,0.1525,0.79,-0.105,0.0,0.0,0.0
86.88889,0.1525,0.79,-0.105,-0.001,-0.001,-0.001
86.9,0.1525,0.79,-0.105,-0.002,-0.002,-0.002
86.91111,0.1525,0.79,-0.105,-0.0024,-0.0024,-0.0024
86.92223,0.1525,0.79,-0.105,-0.0025,-0.0025,-0.0025
86.93333,0.1525,0.79,-0.105,-0.0023,-0.0023,-0.0023
86.94444,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
86.95555999999999,0.1525,0.79,-0.105,-0.0021,-0.0021,-0.0021
86.96667,0.1525,0.79,-0.105,-0.0021,-0.0021,-0.0021
86.97778000000001,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
86.98889,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.0,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.01111999999999,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.02221999999999,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.03333,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.04445,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.05556,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.06667,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.07778,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.08889,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.1,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.11111,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.12222,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.13334,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.14445,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.15556,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.16667,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.17778,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
87.18889,0.1525,0.79,-0.105,-0.0022,-0.0022,-0.0022
