object,x,y,z,width,height,depth
Target,0.2625,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,0.1425,0.79,-0.155,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.0675,0.79,-0.125,0.1,0.12,0.04999995
FailOnTouchObstacleLong,0.1125,0.79,-0.045,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,0.0625,0.79,0.065,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.2075,0.79,-0.185,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,-0.1775,0.79,0.145,0.04999995,0.12,0.04999995
