time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
925.2556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.2667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.2778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.2889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3112,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3223,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3334,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.3889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4111,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4222,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4333,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.4889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5111,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5222,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5334,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.5889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6111,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6223,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6334,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.6889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7111,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7222,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7333,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7444,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.7889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8112,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8223,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8334,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.8889,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9111,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9222,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9333,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9445,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9556,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9667,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9778,-0.0075,0.79,0.055,0.0,0.0,0.0
925.9889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0222,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0334,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0445,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.0889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1223,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1334,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1445,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.1889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2222,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2333,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2444,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.2889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3112,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3223,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3334,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3445,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.3889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4222,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4333,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4445,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.4889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5222,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5334,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5445,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5556,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5667,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5778,-0.0075,0.79,0.055,0.0,0.0,0.0
926.5889,-0.0075,0.79,0.055,0.0,0.0,0.0
926.6,-0.0075,0.79,0.055,0.0,0.0,0.0
926.6111,-0.0075,0.79,0.055,0.0,0.0,0.0
926.6223,-0.0074,0.79,0.0553,0.1916,0.1916,0.1916
926.6334,-0.0074,0.79,0.0559,0.7369,0.7369,0.7369
926.6445,-0.0074,0.7901,0.0567,1.4466,1.4466,1.4466
926.6556,-0.0076,0.7903,0.0576,2.1646,2.1646,2.1646
926.6667,-0.0077,0.7905,0.0589,1.8754,1.8754,1.8754
926.6778,-0.0078,0.7905,0.0598,2.2249,2.2249,2.2249
926.6889,-0.0078,0.7907,0.0604,2.639,2.639,2.639
926.7,-0.0078,0.7908,0.0608,2.9868,2.9868,2.9868
926.7111,-0.0078,0.7909,0.0608,3.0649,3.0649,3.0649
926.7222,-0.0078,0.7909999999999999,0.0606,2.8721,2.8721,2.8721
926.7333,-0.0083,0.7923,0.0623,9.2781,9.2781,9.2781
926.7444,-0.0093,0.7924,0.0623,7.8008,7.8008,7.8008
926.7556,-0.0104,0.7924,0.0613,6.961,6.961,6.961
926.7667,-0.0115,0.7923,0.06,6.6401,6.6401,6.6401
926.7778,-0.0127,0.7923,0.0588,6.5855,6.5855,6.5855
926.7889,-0.0142,0.7922,0.0575,6.4033,6.4033,6.4033
926.8,-0.0159,0.7923,0.0562,6.431,6.431,6.431
926.8112,-0.018000000000000002,0.7922,0.0545,6.2467,6.2467,6.2467
926.8223,-0.0202,0.7922,0.0529,6.2223,6.2223,6.2223
926.8334,-0.0225,0.7923,0.0514,6.2704,6.2704,6.2704
926.8445,-0.0239,0.7925,0.0505,6.3124,6.3124,6.3124
926.8556,-0.0255,0.7928,0.0492,5.7819,5.7819,5.7819
926.8667,-0.0275,0.7932,0.0474,5.2842,5.2842,5.2842
926.8778,-0.0299,0.7936,0.0456,5.1657,5.1657,5.1657
926.8889,-0.0325,0.7935,0.0439,4.9481,4.9481,4.9481
926.9,-0.035,0.7934,0.0423,4.9078,4.9078,4.9078
926.9111,-0.0376,0.7934,0.0406,5.0583,5.0583,5.0583
926.9222,-0.0401,0.7931,0.039,5.0772,5.0772,5.0772
926.9333,-0.0427,0.7929999999999999,0.0373,4.9467,4.9467,4.9467
926.9445,-0.0451,0.7931,0.0357,4.8297,4.8297,4.8297
926.9556,-0.0475,0.7929999999999999,0.0339,4.6408,4.6408,4.6408
926.9667,-0.0501,0.7929999999999999,0.0321,4.508,4.508,4.508
926.9778,-0.053,0.7928,0.0303,4.595,4.595,4.595
926.9889,-0.0559,0.7927,0.0286,4.553,4.553,4.553
927.0,-0.0587,0.7926,0.027000000000000003,4.4978,4.4978,4.4978
927.0111,-0.0616,0.7926,0.0253,4.4009,4.4009,4.4009
927.0222,-0.0643,0.7926,0.0236,4.2741,4.2741,4.2741
927.0334,-0.067,0.7925,0.0219,4.1156,4.1156,4.1156
927.0445,-0.0696,0.7923,0.0203,4.033,4.033,4.033
927.0556,-0.0721,0.7922,0.0187,3.9267,3.9267,3.9267
927.0667,-0.0746,0.7919,0.0172,3.8868,3.8868,3.8868
927.0778,-0.077,0.7916,0.0156,3.8733,3.8733,3.8733
927.0889,-0.0794,0.7914,0.013999999999999999,3.8023,3.8023,3.8023
927.1,-0.0818,0.7914,0.0124,3.698,3.698,3.698
927.1111,-0.0842,0.7913,0.0108,3.625,3.625,3.625
927.1223,-0.0867,0.7915,0.0097,3.9719,3.9719,3.9719
927.1334,-0.0891,0.7913,0.008,3.3310000000000004,3.3310000000000004,3.3310000000000004
927.1445,-0.0914,0.7914,0.006999999999999999,3.8381,3.8381,3.8381
927.1556,-0.0938,0.7914,0.0059,3.7275,3.7275,3.7275
927.1667,-0.0961,0.7913,0.0047,3.6448,3.6448,3.6448
927.1778,-0.0985,0.7913,0.0035,3.6604,3.6604,3.6604
927.1889,-0.1007,0.7913,0.0024,3.6659,3.6659,3.6659
927.2,-0.1026,0.7913,0.0013,3.6054,3.6054,3.6054
927.2111,-0.1044,0.7913,0.0002,3.5545,3.5545,3.5545
927.2222,-0.1062,0.7912,-0.0008,3.5258,3.5258,3.5258
927.2333,-0.1077,0.7912,-0.0017,3.4881,3.4881,3.4881
927.2444,-0.1091,0.7912,-0.0024,3.5673,3.5673,3.5673
927.2556,-0.1105,0.7912,-0.0029,3.6856,3.6856,3.6856
927.2667,-0.1118,0.7912,-0.0035,3.7401,3.7401,3.7401
927.2778,-0.113,0.7913,-0.0039,3.8368,3.8368,3.8368
927.2889,-0.1141,0.7913,-0.0044,3.8244,3.8244,3.8244
927.3,-0.1149,0.7912,-0.0048,3.8148,3.8148,3.8148
927.3112,-0.1156,0.7912,-0.0051,3.8124,3.8124,3.8124
927.3223,-0.1162,0.7912,-0.0055,3.7976,3.7976,3.7976
927.3334,-0.1168,0.7913,-0.0058,3.9809,3.9809,3.9809
927.3445,-0.1173,0.7913,-0.006,4.1729,4.1729,4.1729
927.3556,-0.1178,0.7913,-0.0062,4.331,4.331,4.331
927.3667,-0.1181,0.7914,-0.0064,4.4928,4.4928,4.4928
927.3778,-0.1183,0.7914,-0.0065,4.654,4.654,4.654
927.3889,-0.1184,0.7915,-0.0066,4.821000000000001,4.821000000000001,4.821000000000001
927.4,-0.1191,0.7916,-0.0071,4.747,4.747,4.747
927.4111,-0.1195,0.7916,-0.0075,4.5901,4.5901,4.5901
927.4222,-0.1195,0.7916,-0.0079,4.2948,4.2948,4.2948
927.4333,-0.1193,0.7914,-0.0084,3.8148,3.8148,3.8148
927.4445,-0.11900000000000001,0.7912,-0.009000000000000001,3.1465,3.1465,3.1465
927.4556,-0.1186,0.7909,-0.0098,2.2899,2.2899,2.2899
927.4667,-0.1182,0.7905,-0.0109,1.2155,1.2155,1.2155
927.4778,-0.1179,0.7901,-0.0116,0.4344,0.4344,0.4344
927.4889,-0.1177,0.7901,-0.012,0.0499,0.0499,0.0499
927.5,-0.1177,0.7901,-0.0122,359.8631,359.8631,359.8631
927.5111,-0.1177,0.79,-0.0123,359.82199999999995,359.82199999999995,359.82199999999995
927.5222,-0.1178,0.79,-0.0123,359.8886,359.8886,359.8886
927.5334,-0.1178,0.79,-0.0122,359.9677,359.9677,359.9677
927.5445,-0.1178,0.79,-0.0121,0.0146,0.0146,0.0146
927.5556,-0.1178,0.79,-0.0121,0.0268,0.0268,0.0268
927.5667,-0.1178,0.79,-0.0121,0.0196,0.0196,0.0196
927.5778,-0.1178,0.79,-0.0121,0.0076,0.0076,0.0076
927.5889,-0.1178,0.79,-0.0121,-0.0008,-0.0008,-0.0008
927.6,-0.1178,0.79,-0.0121,-0.0039,-0.0039,-0.0039
927.6111,-0.1178,0.79,-0.0121,-0.0033,-0.0033,-0.0033
927.6223,-0.1178,0.79,-0.0121,-0.0014,-0.0014,-0.0014
927.6334,-0.1178,0.79,-0.0121,0.0,0.0,0.0
927.6445,-0.1178,0.79,-0.0121,0.0007,0.0007,0.0007
927.6556,-0.1178,0.79,-0.0121,0.0007,0.0007,0.0007
927.6667,-0.1178,0.79,-0.0121,0.0004,0.0004,0.0004
927.6778,-0.1178,0.79,-0.0121,0.0002,0.0002,0.0002
927.6889,-0.1178,0.79,-0.0121,0.0,0.0,0.0
927.7,-0.1178,0.79,-0.0121,0.0,0.0,0.0
927.7111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7333,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7444,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.7889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8112,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8223,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8334,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.8889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9333,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
927.9889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0334,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.0889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1223,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1334,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.1889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2333,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2444,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.2889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3112,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3223,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3334,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.3889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4333,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4778,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.4889,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5111,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5222,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5334,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5445,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5556,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
928.5667,-0.1178,0.79,-0.0121,0.0001,0.0001,0.0001
