time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
492.7889,0.0925,0.79,-0.105,0.0,0.0,0.0
492.8,0.0925,0.79,-0.105,-0.001,-0.001,-0.001
492.8111,0.0925,0.79,-0.105,-0.002,-0.002,-0.002
492.8222,0.0925,0.79,-0.105,-0.0024,-0.0024,-0.0024
492.8333,0.0925,0.79,-0.105,-0.0025,-0.0025,-0.0025
492.8445,0.0925,0.79,-0.105,-0.0023,-0.0023,-0.0023
492.8556,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.8667,0.0925,0.79,-0.105,-0.0021,-0.0021,-0.0021
492.8778,0.0925,0.79,-0.105,-0.0021,-0.0021,-0.0021
492.8889,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9111,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9222,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9333,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9445,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9556,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9667,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9778,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
492.9889,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0111,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0222,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0334,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0445,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0556,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0667,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0778,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
493.0889,0.0925,0.79,-0.105,-0.0022,-0.0022,-0.0022
