time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
934.7111,0.0131,0.7819,-0.276,332.8907,336.2289,356.9044
934.7222,0.013000000000000001,0.7818,-0.2761,332.8863,336.2532,356.889
934.7333,0.013000000000000001,0.7818,-0.2759,332.8883,336.2848,356.8509
934.7444,0.013000000000000001,0.7817,-0.2762,332.8888,336.27099999999996,356.8416
934.7556,0.0127,0.782,-0.2758,332.8687,336.2391,356.8728
934.7667,0.0127,0.782,-0.2758,332.8703,336.2399,356.8711
934.7778,0.0127,0.7819,-0.2761,332.8823,336.1976,356.86
934.7889,0.0127,0.782,-0.2762,332.8509,336.2415,356.8214
934.8,0.0128,0.7821,-0.2762,332.8326,336.3113,356.731
934.8112,0.0128,0.7821,-0.2762,332.8342,336.3121,356.7292
934.8223,0.0128,0.7818,-0.2763,332.8381,336.3846,356.7039
934.8334,0.0128,0.7818,-0.2763,332.8397,336.3854,356.7021
934.8445,0.0132,0.7817,-0.2764,332.8364,336.4088,356.6941
934.8556,0.0133,0.7817,-0.2767,332.8209,336.4262,356.6784
934.8667,0.0132,0.7816,-0.2765,332.8029,336.4367,356.6493
934.8778,0.0134,0.7817,-0.2767,332.7915,336.4643,356.6128
934.8889,0.0135,0.7818,-0.2767,332.7793,336.4779,356.593
934.9,0.0134,0.7818,-0.2767,332.7542,336.4825,356.6193
934.9111,0.0133,0.782,-0.2767,332.7392,336.471,356.6546
934.9222,0.0134,0.7822,-0.2766,332.7216,336.4526,356.6542
934.9333,0.0135,0.7823,-0.2767,332.6935,336.4686,356.6169
934.9445,0.0137,0.7823,-0.2767,332.6745,336.51800000000003,356.5453
934.9556,0.0139,0.7825,-0.2769,332.6604,336.5485,356.4953
934.9667,0.0141,0.7826,-0.2768,332.6327,336.5932,356.517
934.9778,0.0143,0.7827,-0.2768,332.6213,336.6202,356.5487
934.9889,0.0146,0.7829999999999999,-0.27699999999999997,332.606,336.665,356.4728
935.0,0.0148,0.7832,-0.2771,332.6241,336.7284,356.269
935.0111,0.015,0.7836,-0.2771,332.63,336.7833,356.1491
935.0222,0.0154,0.7839,-0.2769,332.6233,336.8409,356.0205
935.0334,0.0157,0.7842,-0.2768,332.5775,336.8868,355.9392
935.0445,0.0163,0.7847,-0.2766,332.4907,336.9191,355.8788
935.0556,0.0169,0.7852,-0.2762,332.4477,336.9179,355.8066
935.0667,0.0177,0.7858,-0.2757,332.3544,336.8614,355.796
935.0778,0.0187,0.7864,-0.2749,332.2396,336.8147,355.76
935.0889,0.0201,0.7874,-0.2734,331.9716,336.903,355.6702
935.1,0.0212,0.7883,-0.2721,331.7226,337.1357,355.523
935.1111,0.0229,0.7896,-0.2698,331.3279,337.7931,355.3169
935.1223,0.0245,0.7908,-0.2678,331.041,338.2746,355.3146
935.1334,0.0266,0.7921,-0.2654,330.7242,338.8105,355.7142
935.1445,0.0288,0.7932,-0.263,330.4231,339.1873,356.2237
935.1556,0.0313,0.7944,-0.2596,330.1356,339.4282,357.3422
935.1667,0.0336,0.7957,-0.2568,329.8571,339.6498,358.1723
935.1778,0.0359,0.797,-0.2536,329.6001,339.8475,359.0652
935.1889,0.0381,0.7983,-0.2503,329.3334,340.1779,359.6425
935.2,0.0401,0.7997,-0.247,329.0159,340.5938,0.0365
935.2111,0.0421,0.8011,-0.2432,328.6712,341.1281,0.1168
935.2222,0.0441,0.8023,-0.2394,328.3208,341.6555,0.0612
935.2333,0.0457,0.8033,-0.2355,327.9868,342.1832,0.051
935.2444,0.0475,0.8043,-0.2313,327.6542,342.6666,0.2271
935.2556,0.0496,0.8051,-0.2272,327.3,343.0929,0.7439
