start_time,end_time,dominant_object,non_dominant_object,interaction_type
892.3667,892.7222,Hand,FailOnTouchObstacleLong,RightGate
892.4222,892.7,HandToWrist,FailOnTouchObstacleLong,RightGate
892.5323,893.3365,Hand,FailOnTouchObstacleShort-1,PickedUp
893.7778,893.9333,Hand,FailOnTouchObstacleShort-1,LeftGate
893.8223,894.0222,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
893.8778,894.0111,Hand,FailOnTouchObstacleLong,RightGate
893.9111,894.1,HandToWrist,FailOnTouchObstacleLong,RightGate
893.9222,894.6445,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
893.9445,894.0778,Hand,FailOnTouchObstacleMed,LeftGate
893.9778,894.1889,HandToWrist,FailOnTouchObstacleMed,LeftGate
894.0,894.1445,Hand,FailOnTouchObstacleMed-1,RightGate
894.0111,894.9445,WristToElbow,FailOnTouchObstacleLong,RightGate
894.0333,894.2778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
894.0778,895.7778,WristToElbow,FailOnTouchObstacleMed,LeftGate
894.1334,895.7,WristToElbow,FailOnTouchObstacleMed-1,RightGate
894.2667,894.5222,Hand,FailOnTouchObstacleLong-1,RightGate
894.3223,894.7333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
894.5,895.4111,WristToElbow,FailOnTouchObstacleLong-1,RightGate
894.8893,,Hand,Target,PickedUp
895.1445,895.8778,WristToElbow,FailOnTouchObstacleLong,RightGate
895.2667,895.5445,HandToWrist,FailOnTouchObstacleLong-1,RightGate
895.3778,895.5667,Hand,FailOnTouchObstacleLong-1,RightGate
895.4333,896.0111,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
895.5778,895.8334,HandToWrist,FailOnTouchObstacleMed-1,RightGate
895.6445,895.9111,HandToWrist,FailOnTouchObstacleMed,LeftGate
895.6667,895.8556,Hand,FailOnTouchObstacleMed-1,RightGate
895.7333,896.0333,HandToWrist,FailOnTouchObstacleLong,RightGate
895.7333,895.9333,Hand,FailOnTouchObstacleMed,LeftGate
895.8334,896.0556,Hand,FailOnTouchObstacleLong,RightGate
895.8445,896.1223,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
895.9445,896.1445,Hand,FailOnTouchObstacleShort-1,LeftGate
