object,x,y,z,width,height,depth
Target,-0.1175,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.0475,0.79,0.095,0.15,0.12,0.05000001
FailOnTouchObstacleMed,-0.0075,0.79,-0.175,0.1,0.12,0.04999995
FailOnTouchObstacleShort,-0.2675,0.79,0.135,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,-0.2975,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1225,0.79,0.065,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.0775,0.79,-0.085,0.1,0.12,0.04999995
