object,x,y,z,width,height,depth
Target,0.0625,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.1575,0.79,-0.115,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,0.1825,0.79,0.125,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.2275,0.79,0.125,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,-0.0975,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,0.0625,0.79,0.075,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1825,0.79,-0.165,0.15,0.12,0.05000001
