start_time,end_time,dominant_object,non_dominant_object,interaction_type
546.0778,546.9713,Hand,FailOnTouchObstacleMed,PickedUp
546.1778,547.3223,Hand,FailOnTouchObstacleShort,RightGate
546.1778,547.3223,Hand,FailOnTouchObstacleLong,LeftGate
546.2444,547.4111,HandToWrist,FailOnTouchObstacleShort,RightGate
546.2444,547.4111,HandToWrist,FailOnTouchObstacleLong,LeftGate
546.5,546.8445,WristToElbow,FailOnTouchObstacleShort,RightGate
546.5,546.8445,WristToElbow,FailOnTouchObstacleLong,LeftGate
546.9333,,FailOnTouchObstacleMed,FailOnTouchObstacleShort,Pushed
547.2889,548.4445,WristToElbow,FailOnTouchObstacleLong,LeftGate
547.2889,548.4445,WristToElbow,FailOnTouchObstacleShort,RightGate
547.4111,547.5778,Hand,FailOnTouchObstacleMed,RightGate
547.4445,547.7111,HandToWrist,FailOnTouchObstacleMed,RightGate
547.4778,547.6445,Hand,FailOnTouchObstacleShort-1,LeftGate
547.4778,547.6445,Hand,FailOnTouchObstacleMed-1,LeftGate
547.4778,547.6445,Hand,FailOnTouchObstacleLong-1,RightGate
547.5111,548.3111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
547.5111,548.3111,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
547.5111,548.3111,HandToWrist,FailOnTouchObstacleLong-1,RightGate
547.5333,548.2889,WristToElbow,FailOnTouchObstacleMed,RightGate
547.6223,548.2222,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
547.6223,548.2222,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
547.6223,548.2222,WristToElbow,FailOnTouchObstacleLong-1,RightGate
547.8872,,Hand,Target,PickedUp
548.1556,548.3556,HandToWrist,FailOnTouchObstacleMed,RightGate
548.1889,548.3223,Hand,FailOnTouchObstacleLong-1,RightGate
548.1889,548.3223,Hand,FailOnTouchObstacleMed-1,LeftGate
548.1889,548.3223,Hand,FailOnTouchObstacleShort-1,LeftGate
548.2444,548.3667,Hand,FailOnTouchObstacleMed,RightGate
548.3889,548.5,HandToWrist,FailOnTouchObstacleShort,RightGate
548.3889,548.5,HandToWrist,FailOnTouchObstacleLong,LeftGate
548.4222,548.5,Hand,FailOnTouchObstacleLong,LeftGate
548.4222,548.5,Hand,FailOnTouchObstacleShort,RightGate
