directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,type,hand_only,start_timeout,each_half_timeout,shared_trial,trial_name,start_pos_x,start_moved_time,target_reached_time,outcome,interaction_log,HandTracker_movement_filename,WristTracker_movement_filename,ElbowTracker_movement_filename,ShoulderTracker_movement_filename,grid_objects_movement_filename
basic/ICRA24/S001,basic,ICRA24,1,1,1,1,53.326159999999994,58.155559999999994,practice,False,5,System.Single[],,,0.0,54.45556,,ArmInteraction,interaction_log_T001.csv,HandTracker_movement_T001.csv,WristTracker_movement_T001.csv,ElbowTracker_movement_T001.csv,ShoulderTracker_movement_T001.csv,grid_objects_movement_T001.csv
basic/ICRA24/S001,basic,ICRA24,1,2,1,2,61.503080000000004,78.0,practice,False,5,System.Single[],,,0.0,64.45555999999999,76.06931,Success,interaction_log_T002.csv,HandTracker_movement_T002.csv,WristTracker_movement_T002.csv,ElbowTracker_movement_T002.csv,ShoulderTracker_movement_T002.csv,grid_objects_movement_T002.csv
basic/ICRA24/S001,basic,ICRA24,1,3,1,3,81.72159,84.98889,practice,False,5,System.Single[],,,0.0,82.73334,,KnockedOverObstacle,interaction_log_T003.csv,HandTracker_movement_T003.csv,WristTracker_movement_T003.csv,ElbowTracker_movement_T003.csv,ShoulderTracker_movement_T003.csv,grid_objects_movement_T003.csv
basic/ICRA24/S001,basic,ICRA24,1,4,1,4,87.41845,99.67778,practice,False,5,System.Single[],,,0.0,87.81111,98.49961,Success,interaction_log_T004.csv,HandTracker_movement_T004.csv,WristTracker_movement_T004.csv,ElbowTracker_movement_T004.csv,ShoulderTracker_movement_T004.csv,grid_objects_movement_T004.csv
basic/ICRA24/S001,basic,ICRA24,1,5,1,5,103.1133,106.6111,practice,False,5,System.Single[],,,0.0,104.6333,105.8,ArmInteraction,interaction_log_T005.csv,HandTracker_movement_T005.csv,WristTracker_movement_T005.csv,ElbowTracker_movement_T005.csv,ShoulderTracker_movement_T005.csv,grid_objects_movement_T005.csv
basic/ICRA24/S001,basic,ICRA24,1,6,1,6,114.2613,121.2889,practice,False,5,System.Single[],,,0.0,115.5444,119.0111,Success,interaction_log_T006.csv,HandTracker_movement_T006.csv,WristTracker_movement_T006.csv,ElbowTracker_movement_T006.csv,ShoulderTracker_movement_T006.csv,grid_objects_movement_T006.csv
basic/ICRA24/S001,basic,ICRA24,1,7,1,7,125.052,131.2333,practice,False,5,System.Single[],,,0.0,125.8778,130.1667,Success,interaction_log_T007.csv,HandTracker_movement_T007.csv,WristTracker_movement_T007.csv,ElbowTracker_movement_T007.csv,ShoulderTracker_movement_T007.csv,grid_objects_movement_T007.csv
basic/ICRA24/S001,basic,ICRA24,1,8,1,8,134.7927,137.3,practice,False,5,System.Single[],,,0.0,135.6,136.3,Success,interaction_log_T008.csv,HandTracker_movement_T008.csv,WristTracker_movement_T008.csv,ElbowTracker_movement_T008.csv,ShoulderTracker_movement_T008.csv,grid_objects_movement_T008.csv
basic/ICRA24/S001,basic,ICRA24,1,9,1,9,140.1658,144.6333,practice,False,5,System.Single[],,,0.0,140.9889,143.7294,Success,interaction_log_T009.csv,HandTracker_movement_T009.csv,WristTracker_movement_T009.csv,ElbowTracker_movement_T009.csv,ShoulderTracker_movement_T009.csv,grid_objects_movement_T009.csv
basic/ICRA24/S001,basic,ICRA24,1,10,2,1,180.1571,184.3,main,False,5,System.Single[],True,right_free_second_row_2,0.0,180.9556,,KnockedOverObstacle,interaction_log_T010.csv,HandTracker_movement_T010.csv,WristTracker_movement_T010.csv,ElbowTracker_movement_T010.csv,ShoulderTracker_movement_T010.csv,grid_objects_movement_T010.csv
basic/ICRA24/S001,basic,ICRA24,1,11,2,2,188.334,194.0,main,False,5,System.Single[],False,,0.0,189.9889,192.2333,Success,interaction_log_T011.csv,HandTracker_movement_T011.csv,WristTracker_movement_T011.csv,ElbowTracker_movement_T011.csv,ShoulderTracker_movement_T011.csv,grid_objects_movement_T011.csv
basic/ICRA24/S001,basic,ICRA24,1,12,2,3,197.4033,206.1889,main,False,5,System.Single[],True,none_free_1,0.0,199.0222,203.6252,Success,interaction_log_T012.csv,HandTracker_movement_T012.csv,WristTracker_movement_T012.csv,ElbowTracker_movement_T012.csv,ShoulderTracker_movement_T012.csv,grid_objects_movement_T012.csv
basic/ICRA24/S001,basic,ICRA24,1,13,2,4,208.4174,211.8667,main,False,5,System.Single[],False,,0.0,209.4333,,ArmInteraction,interaction_log_T013.csv,HandTracker_movement_T013.csv,WristTracker_movement_T013.csv,ElbowTracker_movement_T013.csv,ShoulderTracker_movement_T013.csv,grid_objects_movement_T013.csv
basic/ICRA24/S001,basic,ICRA24,1,14,2,5,213.6674,220.2667,main,False,5,System.Single[],False,,0.0,215.4111,218.6111,Success,interaction_log_T014.csv,HandTracker_movement_T014.csv,WristTracker_movement_T014.csv,ElbowTracker_movement_T014.csv,ShoulderTracker_movement_T014.csv,grid_objects_movement_T014.csv
basic/ICRA24/S001,basic,ICRA24,1,15,2,6,222.1346,227.7333,main,False,5,System.Single[],False,,0.0,223.4444,226.5667,Success,interaction_log_T015.csv,HandTracker_movement_T015.csv,WristTracker_movement_T015.csv,ElbowTracker_movement_T015.csv,ShoulderTracker_movement_T015.csv,grid_objects_movement_T015.csv
basic/ICRA24/S001,basic,ICRA24,1,16,2,7,229.1719,231.3889,main,False,5,System.Single[],True,centre_free_1,0.0,229.8445,230.4,Success,interaction_log_T016.csv,HandTracker_movement_T016.csv,WristTracker_movement_T016.csv,ElbowTracker_movement_T016.csv,ShoulderTracker_movement_T016.csv,grid_objects_movement_T016.csv
basic/ICRA24/S001,basic,ICRA24,1,17,2,8,233.8413,237.5778,main,False,5,System.Single[],False,,0.0,234.3333,235.2444,Success,interaction_log_T017.csv,HandTracker_movement_T017.csv,WristTracker_movement_T017.csv,ElbowTracker_movement_T017.csv,ShoulderTracker_movement_T017.csv,grid_objects_movement_T017.csv
basic/ICRA24/S001,basic,ICRA24,1,18,2,9,239.136,243.7222,main,False,5,System.Single[],True,right_free_3,0.0,239.9667,242.208,Success,interaction_log_T018.csv,HandTracker_movement_T018.csv,WristTracker_movement_T018.csv,ElbowTracker_movement_T018.csv,ShoulderTracker_movement_T018.csv,grid_objects_movement_T018.csv
basic/ICRA24/S001,basic,ICRA24,1,19,2,10,245.8383,252.2222,main,False,5,System.Single[],True,right_free_5,0.0,246.6556,251.2,Success,interaction_log_T019.csv,HandTracker_movement_T019.csv,WristTracker_movement_T019.csv,ElbowTracker_movement_T019.csv,ShoulderTracker_movement_T019.csv,grid_objects_movement_T019.csv
basic/ICRA24/S001,basic,ICRA24,1,20,2,11,253.5685,259.2778,main,False,5,System.Single[],False,,0.0,255.2,,KnockedOverObstacle,interaction_log_T020.csv,HandTracker_movement_T020.csv,WristTracker_movement_T020.csv,ElbowTracker_movement_T020.csv,ShoulderTracker_movement_T020.csv,grid_objects_movement_T020.csv
basic/ICRA24/S001,basic,ICRA24,1,21,2,12,261.2648,264.2667,main,False,5,System.Single[],False,,0.0,262.1444,262.9,Success,interaction_log_T021.csv,HandTracker_movement_T021.csv,WristTracker_movement_T021.csv,ElbowTracker_movement_T021.csv,ShoulderTracker_movement_T021.csv,grid_objects_movement_T021.csv
basic/ICRA24/S001,basic,ICRA24,1,22,2,13,267.0957,275.9667,main,False,5,System.Single[],True,left_free_first_row_2,0.0,268.6,273.6889,Success,interaction_log_T022.csv,HandTracker_movement_T022.csv,WristTracker_movement_T022.csv,ElbowTracker_movement_T022.csv,ShoulderTracker_movement_T022.csv,grid_objects_movement_T022.csv
basic/ICRA24/S001,basic,ICRA24,1,23,2,14,277.5289,282.1555,main,False,5,System.Single[],True,centre_free_second_row_2,0.0,278.3556,280.7333,Success,interaction_log_T023.csv,HandTracker_movement_T023.csv,WristTracker_movement_T023.csv,ElbowTracker_movement_T023.csv,ShoulderTracker_movement_T023.csv,grid_objects_movement_T023.csv
basic/ICRA24/S001,basic,ICRA24,1,24,2,15,284.265,290.2222,main,False,5,System.Single[],False,,0.0,285.8,288.6,Success,interaction_log_T024.csv,HandTracker_movement_T024.csv,WristTracker_movement_T024.csv,ElbowTracker_movement_T024.csv,ShoulderTracker_movement_T024.csv,grid_objects_movement_T024.csv
basic/ICRA24/S001,basic,ICRA24,1,25,2,16,291.8161,294.1444,main,False,5,System.Single[],True,none_free_3,0.0,293.3667,,ArmInteraction,interaction_log_T025.csv,HandTracker_movement_T025.csv,WristTracker_movement_T025.csv,ElbowTracker_movement_T025.csv,ShoulderTracker_movement_T025.csv,grid_objects_movement_T025.csv
basic/ICRA24/S001,basic,ICRA24,1,26,2,17,295.871,299.9556,main,False,5,System.Single[],False,,0.0,296.8,298.2778,Success,interaction_log_T026.csv,HandTracker_movement_T026.csv,WristTracker_movement_T026.csv,ElbowTracker_movement_T026.csv,ShoulderTracker_movement_T026.csv,grid_objects_movement_T026.csv
basic/ICRA24/S001,basic,ICRA24,1,27,2,18,301.379,307.8445,main,False,5,System.Single[],False,,0.0,302.6222,306.0334,Success,interaction_log_T027.csv,HandTracker_movement_T027.csv,WristTracker_movement_T027.csv,ElbowTracker_movement_T027.csv,ShoulderTracker_movement_T027.csv,grid_objects_movement_T027.csv
basic/ICRA24/S001,basic,ICRA24,1,28,2,19,309.2206,312.7,main,False,5,System.Single[],False,,0.0,310.3667,311.2778,Success,interaction_log_T028.csv,HandTracker_movement_T028.csv,WristTracker_movement_T028.csv,ElbowTracker_movement_T028.csv,ShoulderTracker_movement_T028.csv,grid_objects_movement_T028.csv
basic/ICRA24/S001,basic,ICRA24,1,29,2,20,314.2697,318.9667,main,False,5,System.Single[],False,,0.0,314.9889,,ArmInteraction,interaction_log_T029.csv,HandTracker_movement_T029.csv,WristTracker_movement_T029.csv,ElbowTracker_movement_T029.csv,ShoulderTracker_movement_T029.csv,grid_objects_movement_T029.csv
basic/ICRA24/S001,basic,ICRA24,1,30,2,21,320.5689,324.0222,main,False,5,System.Single[],True,centre_free_second_row_1,0.0,321.8111,323.0556,ArmInteraction,interaction_log_T030.csv,HandTracker_movement_T030.csv,WristTracker_movement_T030.csv,ElbowTracker_movement_T030.csv,ShoulderTracker_movement_T030.csv,grid_objects_movement_T030.csv
basic/ICRA24/S001,basic,ICRA24,1,31,2,22,327.0143,331.3111,main,False,5,System.Single[],False,,0.0,327.8,329.4273,Success,interaction_log_T031.csv,HandTracker_movement_T031.csv,WristTracker_movement_T031.csv,ElbowTracker_movement_T031.csv,ShoulderTracker_movement_T031.csv,grid_objects_movement_T031.csv
basic/ICRA24/S001,basic,ICRA24,1,32,2,23,332.9234,338.5778,main,False,5,System.Single[],False,,0.0,334.3889,,ArmInteraction,interaction_log_T032.csv,HandTracker_movement_T032.csv,WristTracker_movement_T032.csv,ElbowTracker_movement_T032.csv,ShoulderTracker_movement_T032.csv,grid_objects_movement_T032.csv
basic/ICRA24/S001,basic,ICRA24,1,33,2,24,340.6423,344.1,main,False,5,System.Single[],False,,0.0,341.4889,342.7,Success,interaction_log_T033.csv,HandTracker_movement_T033.csv,WristTracker_movement_T033.csv,ElbowTracker_movement_T033.csv,ShoulderTracker_movement_T033.csv,grid_objects_movement_T033.csv
basic/ICRA24/S001,basic,ICRA24,1,34,2,25,346.0154,350.9778,main,False,5,System.Single[],False,,0.0,346.7222,349.6889,Success,interaction_log_T034.csv,HandTracker_movement_T034.csv,WristTracker_movement_T034.csv,ElbowTracker_movement_T034.csv,ShoulderTracker_movement_T034.csv,grid_objects_movement_T034.csv
basic/ICRA24/S001,basic,ICRA24,1,35,2,26,352.8963,356.9222,main,False,5,System.Single[],False,,0.0,353.5556,355.8556,ArmInteraction,interaction_log_T035.csv,HandTracker_movement_T035.csv,WristTracker_movement_T035.csv,ElbowTracker_movement_T035.csv,ShoulderTracker_movement_T035.csv,grid_objects_movement_T035.csv
basic/ICRA24/S001,basic,ICRA24,1,36,2,27,358.9171,361.3667,main,False,5,System.Single[],False,,0.0,359.6,360.2333,HitBoundary,interaction_log_T036.csv,HandTracker_movement_T036.csv,WristTracker_movement_T036.csv,ElbowTracker_movement_T036.csv,ShoulderTracker_movement_T036.csv,grid_objects_movement_T036.csv
basic/ICRA24/S001,basic,ICRA24,1,37,2,28,363.6869,371.3778,main,False,5,System.Single[],False,,0.0,364.5,369.2111,ArmInteraction,interaction_log_T037.csv,HandTracker_movement_T037.csv,WristTracker_movement_T037.csv,ElbowTracker_movement_T037.csv,ShoulderTracker_movement_T037.csv,grid_objects_movement_T037.csv
basic/ICRA24/S001,basic,ICRA24,1,38,2,29,373.6062,379.4556,main,False,5,System.Single[],False,,0.0,374.7222,375.9333,Success,interaction_log_T038.csv,HandTracker_movement_T038.csv,WristTracker_movement_T038.csv,ElbowTracker_movement_T038.csv,ShoulderTracker_movement_T038.csv,grid_objects_movement_T038.csv
basic/ICRA24/S001,basic,ICRA24,1,39,2,30,380.9899,386.0,main,False,5,System.Single[],False,,0.0,381.9333,384.3889,Success,interaction_log_T039.csv,HandTracker_movement_T039.csv,WristTracker_movement_T039.csv,ElbowTracker_movement_T039.csv,ShoulderTracker_movement_T039.csv,grid_objects_movement_T039.csv
basic/ICRA24/S001,basic,ICRA24,1,40,2,31,387.9717,392.5667,main,False,5,System.Single[],True,right_free_1,0.0,388.8,,KnockedOverObstacle,interaction_log_T040.csv,HandTracker_movement_T040.csv,WristTracker_movement_T040.csv,ElbowTracker_movement_T040.csv,ShoulderTracker_movement_T040.csv,grid_objects_movement_T040.csv
basic/ICRA24/S001,basic,ICRA24,1,41,2,32,394.6291,396.8111,main,False,5,System.Single[],False,,0.0,395.2,,KnockedOverObstacle,interaction_log_T041.csv,HandTracker_movement_T041.csv,WristTracker_movement_T041.csv,ElbowTracker_movement_T041.csv,ShoulderTracker_movement_T041.csv,grid_objects_movement_T041.csv
