start_time,end_time,dominant_object,non_dominant_object,interaction_type
333.5804,334.9319,Hand,FailOnTouchObstacleLong,PickedUp
335.4222,335.6111,Hand,FailOnTouchObstacleMed,RightGate
335.4667,335.7222,HandToWrist,FailOnTouchObstacleMed,RightGate
335.5778,336.0445,Hand,FailOnTouchObstacleLong,LeftGate
335.5778,339.2222,WristToElbow,FailOnTouchObstacleMed,RightGate
335.6222,336.3889,HandToWrist,FailOnTouchObstacleLong,LeftGate
335.7333,339.1333,WristToElbow,FailOnTouchObstacleLong,LeftGate
336.205,337.0765,Hand,FailOnTouchObstacleShort-1,PickedUp
336.3222,337.9222,Hand,FailOnTouchObstacleMed-1,RightGate
336.3222,337.9222,Hand,FailOnTouchObstacleLong-1,RightGate
336.5,338.1333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
336.5,338.1333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
336.8889,337.1333,Hand,FailOnTouchObstacleShort-1,RightGate
337.8222,338.9111,WristToElbow,FailOnTouchObstacleMed-1,RightGate
337.8222,338.9111,WristToElbow,FailOnTouchObstacleLong-1,RightGate
338.4839,,Hand,Target,PickedUp
338.7333,339.0,HandToWrist,FailOnTouchObstacleLong-1,RightGate
338.7333,339.0,HandToWrist,FailOnTouchObstacleMed-1,RightGate
338.8333,339.0111,Hand,FailOnTouchObstacleLong-1,RightGate
338.8333,339.0111,Hand,FailOnTouchObstacleMed-1,RightGate
339.0222,339.1778,HandToWrist,FailOnTouchObstacleLong,LeftGate
339.0445,339.1889,Hand,FailOnTouchObstacleLong,LeftGate
339.1222,339.2889,HandToWrist,FailOnTouchObstacleMed,RightGate
339.1667,339.3,Hand,FailOnTouchObstacleMed,RightGate
