start_time,end_time,dominant_object,non_dominant_object,interaction_type
397.5556,397.7222,Hand,FailOnTouchObstacleShort,RightGate
397.5556,397.7222,Hand,FailOnTouchObstacleMed,LeftGate
397.5556,397.7222,Hand,FailOnTouchObstacleLong,RightGate
397.5889,397.8445,HandToWrist,FailOnTouchObstacleMed,LeftGate
397.5889,397.8445,HandToWrist,FailOnTouchObstacleLong,RightGate
397.6111,397.8445,HandToWrist,FailOnTouchObstacleShort,RightGate
397.7,398.3556,WristToElbow,FailOnTouchObstacleMed,LeftGate
397.7,398.3556,WristToElbow,FailOnTouchObstacleLong,RightGate
397.8,398.3556,WristToElbow,FailOnTouchObstacleShort,RightGate
397.9889,398.3333,Hand,FailOnTouchObstacleShort-1,RightGate
397.9889,398.3333,Hand,FailOnTouchObstacleLong-1,LeftGate
397.9889,398.3333,Hand,FailOnTouchObstacleMed-1,LeftGate
398.0445,398.5667,HandToWrist,FailOnTouchObstacleShort-1,RightGate
398.0445,398.5667,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
398.0445,398.5667,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
398.3222,399.4333,WristToElbow,FailOnTouchObstacleShort-1,RightGate
398.3222,399.4333,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
398.3222,399.4333,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
398.7222,399.7333,WristToElbow,FailOnTouchObstacleLong,RightGate
398.7222,399.7333,WristToElbow,FailOnTouchObstacleMed,LeftGate
398.7222,399.7,WristToElbow,FailOnTouchObstacleShort,RightGate
398.965,,Hand,Target,PickedUp
399.2667,399.5556,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
399.2667,399.5556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
399.2667,399.5556,HandToWrist,FailOnTouchObstacleShort-1,RightGate
399.3778,399.5667,Hand,FailOnTouchObstacleLong-1,LeftGate
399.3778,399.5667,Hand,FailOnTouchObstacleMed-1,LeftGate
399.3778,399.5667,Hand,FailOnTouchObstacleShort-1,RightGate
399.7222,399.8556,HandToWrist,FailOnTouchObstacleShort,RightGate
399.7222,399.8556,HandToWrist,FailOnTouchObstacleLong,RightGate
399.7222,399.8556,HandToWrist,FailOnTouchObstacleMed,LeftGate
399.7222,399.8778,Hand,FailOnTouchObstacleLong,RightGate
399.7222,399.8778,Hand,FailOnTouchObstacleMed,LeftGate
399.7222,399.8778,Hand,FailOnTouchObstacleShort,RightGate
