time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
399.8111,-0.1075,0.79,-0.105,0.0,0.0,0.0
399.8222,-0.1075,0.79,-0.105,-0.001,-0.001,-0.001
399.8333,-0.1075,0.79,-0.105,-0.002,-0.002,-0.002
399.8445,-0.1075,0.79,-0.105,-0.0024,-0.0024,-0.0024
399.8556,-0.1075,0.79,-0.105,-0.0025,-0.0025,-0.0025
399.8667,-0.1075,0.79,-0.105,-0.0023,-0.0023,-0.0023
399.8778,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.8889,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9111,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9222,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9333,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9445,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9556,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9667,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9778,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
399.9889,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0111,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0222,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0334,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0445,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0556,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0667,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0778,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.0889,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.1,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.1111,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
400.1222,-0.1075,0.79,-0.105,-0.0022,-0.0022,-0.0022
