time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
476.9889,-0.0525,0.79,-0.105,0.0,0.0,0.0
477.0,-0.0525,0.79,-0.105,-0.001,-0.001,-0.001
477.0111,-0.0525,0.79,-0.105,-0.002,-0.002,-0.002
477.0222,-0.0525,0.79,-0.105,-0.0024,-0.0024,-0.0024
477.0334,-0.0525,0.79,-0.105,-0.0025,-0.0025,-0.0025
477.0445,-0.0525,0.79,-0.105,-0.0023,-0.0023,-0.0023
477.0556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.0667,-0.0525,0.79,-0.105,-0.0021,-0.0021,-0.0021
477.0778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.0889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.1889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2444,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.2889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.3889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.4889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5334,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.5889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6111,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6222,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6333,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6445,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6556,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6667,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6778,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.6889,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
477.7,-0.0525,0.79,-0.105,-0.0022,-0.0022,-0.0022
