time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
590.2444,0.0125,0.7808,-0.2491,358.0272,319.4609,350.2847
590.2556,0.0124,0.7806,-0.2492,357.9511,319.3979,350.3515
590.2667,0.0122,0.7805,-0.2495,357.8962,319.3373,350.3608
590.2778,0.012,0.7804,-0.2495,357.9312,319.2914,350.2464
590.2889,0.0117,0.7803,-0.2496,357.9642,319.3496,349.9591
590.3,0.0115,0.78,-0.2499,357.97900000000004,319.4094,349.7497
590.3111,0.0112,0.7797,-0.25,358.0111,319.4481,349.6682
590.3223,0.0108,0.7794,-0.25,358.0624,319.4585,349.603
590.3334,0.0105,0.7791,-0.25,358.1304,319.3736,349.6497
590.3445,0.0103,0.7788,-0.2498,358.2011,319.2654,349.7737
590.3556,0.0102,0.7786,-0.2498,358.2632,319.1725,349.8189
590.3667,0.0098,0.7785,-0.2496,358.3217,319.1448,349.7539
590.3778,0.0096,0.7783,-0.2496,358.4025,319.1995,349.6617
590.3889,0.0094,0.7781,-0.2495,358.4635,319.2894,349.6158
590.4,0.0092,0.778,-0.2495,358.522,319.4507,349.5935
590.4111,0.0091,0.7779,-0.2495,358.5633,319.6039,349.6344
590.4222,0.009000000000000001,0.7777,-0.2495,358.6002,319.719,349.7005
590.4333,0.0093,0.7775,-0.2496,358.6078,319.7729,349.7456
590.4445,0.0096,0.7774,-0.2497,358.5656,319.6806,349.815
590.4556,0.0099,0.7775,-0.2498,358.5262,319.4503,350.0316
590.4667,0.0102,0.7775,-0.2498,358.5053,319.2666,350.3202
590.4778,0.0106,0.7779,-0.2499,358.478,319.0672,350.5713
590.4889,0.0109,0.7782,-0.2501,358.4632,318.9956,350.4716
590.5,0.0111,0.7786,-0.2501,358.4042,319.0102,349.9888
590.5111,0.0114,0.7791,-0.2502,358.28,319.0945,349.5669
590.5222,0.0115,0.7794,-0.2501,358.1301,319.2455,349.3536
590.5333,0.0116,0.7798,-0.2499,357.9781,319.3765,349.2554
590.5444,0.012,0.7802,-0.2496,357.7374,319.5826,349.3676
590.5555,0.0126,0.7808,-0.2494,357.5427,319.74,349.4561
590.5667,0.0129,0.7812,-0.2491,357.3664,319.927,349.5492
590.5778,0.0133,0.7815,-0.2484,357.2633,320.1726,349.6163
590.5889,0.0137,0.7818,-0.2479,357.1583,320.405,349.5596
590.6,0.0141,0.7821,-0.2472,357.0967,320.7334,349.3803
590.6111,0.0143,0.7824,-0.2462,357.0836,321.1335,349.12199999999996
590.6223,0.0142,0.7824,-0.2452,357.0265,321.6404,348.8069
590.6334,0.0145,0.7826,-0.2443,356.9407,322.1712,348.504
590.6445,0.0142,0.7826,-0.2427,356.8021,323.0165,348.0702
590.6556,0.0141,0.7828,-0.2414,356.6612,323.8214,347.6997
590.6667,0.0138,0.7827,-0.2398,356.5297,324.9012,347.273
590.6778,0.0132,0.7829,-0.2378,356.4941,326.1179,346.9501
590.6889,0.0126,0.7831,-0.2359,356.4839,327.3099,346.6315
590.7,0.0117,0.7832,-0.2337,356.5189,328.8488,346.1441
590.7111,0.0104,0.7837,-0.231,356.5479,330.5757,345.2765
590.7222,0.0088,0.7844,-0.2281,356.5777,332.5925,343.8544
590.7333,0.0074,0.7849,-0.2253,356.6555,334.6335,342.3246
590.7444,0.0054,0.7857,-0.2216,356.8271,337.1569,340.173
590.7556,0.0036,0.7866,-0.2179,356.9698,339.7414,337.9194
590.7667,0.0019,0.7868,-0.214,357.0778,342.4151,335.7741
590.7778,-0.0002,0.7868,-0.2094,357.131,345.2635,334.0768
590.7889,-0.0022,0.7867,-0.2048,357.0378,348.3443,332.95
590.8,-0.004,0.7861,-0.2003,357.0245,351.399,332.1472
590.8111,-0.006,0.7856,-0.1952,356.9646,354.666,332.3033
590.8223,-0.0075,0.7853,-0.1901,357.19,357.7148,332.3779
590.8334,-0.0088,0.7845,-0.1852,357.7791,0.6829,331.8499
590.8445,-0.0105,0.7838,-0.1804,358.5627,3.5343,330.8961
590.8556,-0.0121,0.7832,-0.1757,359.483,6.218,329.6789
590.8667,-0.013000000000000001,0.7823,-0.1709,0.3336,8.8405,328.6357
590.8778,-0.013999999999999999,0.7817,-0.1663,1.2583,11.2324,327.7912
590.8889,-0.0156,0.7807,-0.1614,2.1942,13.5236,327.0225
590.9,-0.0166,0.7796,-0.1565,3.0845,15.6584,326.1694
590.9111,-0.0176,0.7785,-0.1519,3.9429,17.7684,325.4798
590.9222,-0.0191,0.7772,-0.1473,4.8348,19.552,325.0693
590.9333,-0.02,0.7762,-0.1429,5.8426,20.929000000000002,324.5912
590.9445,-0.0207,0.7751,-0.1386,7.0263,22.1041,323.4476
590.9556,-0.0216,0.7737,-0.1344,8.2432,23.3344,321.8744
590.9667,-0.0225,0.7726,-0.13,9.3116,24.6987,320.8431
590.9778,-0.0232,0.7711,-0.1259,10.0878,26.2225,320.4783
590.9889,-0.0242,0.7694,-0.1216,10.7621,27.8219,320.3317
591.0,-0.0248,0.7679,-0.1173,11.2093,29.5505,320.5714
591.0111,-0.0253,0.7665,-0.1131,12.0516,31.0121,320.1194
591.0222,-0.0253,0.7656,-0.1093,13.5518,32.1601,318.7622
591.0333,-0.0257,0.7648,-0.1054,15.0971,33.3312,317.7303
591.0444,-0.0257,0.7641,-0.1018,17.0125,34.1486,317.0266
591.0555,-0.0257,0.7634,-0.0987,18.8595,34.7613,316.9253
591.0667,-0.0253,0.7622,-0.0954,20.4226,35.4209,316.8884
591.0778,-0.0252,0.7613,-0.0917,21.8164,36.2702,316.5134
591.0889,-0.0251,0.7602,-0.0877,22.9349,37.1372,315.7437
591.1,-0.0248,0.7591,-0.0839,23.7849,37.8778,314.6587
591.1111,-0.0247,0.7583,-0.0803,24.9049,38.6549,314.0761
591.1223,-0.0244,0.7574,-0.0765,25.5461,39.3562,313.9952
591.1334,-0.0248,0.7564,-0.0733,25.5766,40.0296,314.6975
591.1445,-0.0247,0.7558,-0.07,25.9091,40.6019,315.1119
591.1556,-0.0246,0.7553,-0.0668,26.1309,40.9062,315.0848
591.1667,-0.0245,0.7555,-0.0635,26.5688,41.0073,314.0439
591.1778,-0.0241,0.7557,-0.0604,27.1503,41.0478,312.8574
591.1889,-0.0236,0.7561,-0.057,27.665,40.7352,311.0788
