start_time,end_time,dominant_object,non_dominant_object,interaction_type
672.6064,673.3773,Hand,FailOnTouchObstacleLong,PickedUp
673.7444,673.8667,Hand,FailOnTouchObstacleLong,RightGate
673.7444,673.8556,Hand,FailOnTouchObstacleShort,LeftGate
673.7444,673.8556,Hand,FailOnTouchObstacleMed,RightGate
673.7778,673.9445,HandToWrist,FailOnTouchObstacleLong,RightGate
673.7778,673.9111,HandToWrist,FailOnTouchObstacleShort,LeftGate
673.7778,673.9111,HandToWrist,FailOnTouchObstacleMed,RightGate
673.8334,675.0,WristToElbow,FailOnTouchObstacleShort,LeftGate
673.8334,675.0,WristToElbow,FailOnTouchObstacleMed,RightGate
673.8556,674.9778,WristToElbow,FailOnTouchObstacleLong,RightGate
674.0,674.1667,Hand,FailOnTouchObstacleShort-1,LeftGate
674.0,674.1667,Hand,FailOnTouchObstacleMed-1,LeftGate
674.0,674.1667,Hand,FailOnTouchObstacleLong-1,RightGate
674.0333,674.3667,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
674.0333,674.3667,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
674.0333,674.3667,HandToWrist,FailOnTouchObstacleLong-1,RightGate
674.1334,674.7556,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
674.1334,674.7556,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
674.1334,674.7556,WristToElbow,FailOnTouchObstacleLong-1,RightGate
674.4667,674.5111,Hand,Target,Pushed
674.5054,,Hand,Target,PickedUp
674.6111,674.8334,HandToWrist,FailOnTouchObstacleLong-1,RightGate
674.6111,674.8334,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
674.6111,674.8334,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
674.7111,674.8445,Hand,FailOnTouchObstacleLong-1,RightGate
674.7111,674.8445,Hand,FailOnTouchObstacleMed-1,LeftGate
674.7111,674.8445,Hand,FailOnTouchObstacleShort-1,LeftGate
674.9111,675.0444,HandToWrist,FailOnTouchObstacleLong,RightGate
674.9333,675.0555,HandToWrist,FailOnTouchObstacleShort,LeftGate
674.9333,675.0555,HandToWrist,FailOnTouchObstacleMed,RightGate
674.9445,675.0444,Hand,FailOnTouchObstacleLong,RightGate
674.9556,675.0555,Hand,FailOnTouchObstacleMed,RightGate
674.9556,675.0555,Hand,FailOnTouchObstacleShort,LeftGate
