time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
830.9778,-0.0175,0.79,0.055,0.0,0.0,0.0
830.9889,-0.0175,0.79,0.055,0.0002,0.0002,0.0002
831.0,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.0111,-0.0175,0.79,0.055,0.0005,0.0005,0.0005
831.0222,-0.0175,0.79,0.055,0.0005,0.0005,0.0005
831.0333,-0.0175,0.79,0.055,0.0005,0.0005,0.0005
831.0445,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.0556,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.0667,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.0778,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.0889,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1111,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1223,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1334,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1445,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1556,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1667,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1778,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.1889,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2111,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2222,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2333,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2444,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2556,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2667,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2778,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.2889,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3112,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3223,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3334,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3445,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3556,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3667,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3778,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.3889,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.4,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.4111,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.4222,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.4333,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
831.4445,-0.0175,0.79,0.055,0.0004,0.0004,0.0004
