object,x,y,z,width,height,depth
Target,-0.1175,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleShort,-0.2575,0.79,-0.155,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,-0.0075,0.79,0.035,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.0875,0.79,-0.045,0.15,0.12,0.05000001
FailOnTouchObstacleLong-1,-0.0575,0.79,0.095,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,-0.0475,0.79,-0.185,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.2375,0.79,-0.075,0.1,0.12,0.04999995
