object,x,y,z,width,height,depth
Target,0.0225,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleLong,-0.0475,0.79,-0.004999999,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.1625,0.79,0.045,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed,0.1025,0.79,-0.185,0.1,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.0575,0.79,-0.075,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1375,0.79,-0.175,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,-0.2675,0.79,-0.165,0.04999995,0.12,0.04999995
