start_time,end_time,dominant_object,non_dominant_object,interaction_type
945.8919,947.02,Hand,FailOnTouchObstacleMed,PickedUp
947.4222,947.5445,Hand,FailOnTouchObstacleMed,RightGate
947.4556,947.6223,HandToWrist,FailOnTouchObstacleMed,RightGate
947.4778,947.5778,Hand,FailOnTouchObstacleShort,RightGate
947.4778,947.5778,Hand,FailOnTouchObstacleLong,LeftGate
947.5111,947.6445,HandToWrist,FailOnTouchObstacleShort,RightGate
947.5111,947.6445,HandToWrist,FailOnTouchObstacleLong,LeftGate
947.5445,948.6223,WristToElbow,FailOnTouchObstacleMed,RightGate
947.5778,948.5889,WristToElbow,FailOnTouchObstacleLong,LeftGate
947.5778,948.5889,WristToElbow,FailOnTouchObstacleShort,RightGate
947.7,947.8556,Hand,FailOnTouchObstacleShort-1,RightGate
947.7,947.8556,Hand,FailOnTouchObstacleMed-1,LeftGate
947.7,947.8556,Hand,FailOnTouchObstacleLong-1,RightGate
947.7222,948.4222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
947.7222,948.4222,HandToWrist,FailOnTouchObstacleShort-1,RightGate
947.7222,948.4222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
947.8445,948.3112,WristToElbow,FailOnTouchObstacleShort-1,RightGate
947.8445,948.3112,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
947.8445,948.3112,WristToElbow,FailOnTouchObstacleLong-1,RightGate
948.1035,,Hand,Target,PickedUp
948.2778,948.4333,Hand,FailOnTouchObstacleLong-1,RightGate
948.2778,948.4333,Hand,FailOnTouchObstacleMed-1,LeftGate
948.2778,948.4333,Hand,FailOnTouchObstacleShort-1,RightGate
948.5111,948.6667,HandToWrist,FailOnTouchObstacleShort,RightGate
948.5111,948.6667,HandToWrist,FailOnTouchObstacleLong,LeftGate
948.5334,948.7,HandToWrist,FailOnTouchObstacleMed,RightGate
948.5556,948.6667,Hand,FailOnTouchObstacleLong,LeftGate
948.5556,948.6667,Hand,FailOnTouchObstacleShort,RightGate
948.5778,948.7,Hand,FailOnTouchObstacleMed,RightGate
