start_time,end_time,dominant_object,non_dominant_object,interaction_type
682.7111,682.8334,Hand,FailOnTouchObstacleShort,RightGate
682.7111,682.8334,Hand,FailOnTouchObstacleMed,LeftGate
682.7111,682.8334,Hand,FailOnTouchObstacleLong,RightGate
682.7444,682.9111,HandToWrist,FailOnTouchObstacleShort,RightGate
682.7444,682.9111,HandToWrist,FailOnTouchObstacleMed,LeftGate
682.7444,682.9111,HandToWrist,FailOnTouchObstacleLong,RightGate
682.7889,687.9333,WristToElbow,FailOnTouchObstacleShort,RightGate
682.7889,687.9333,WristToElbow,FailOnTouchObstacleMed,LeftGate
682.7889,687.9333,WristToElbow,FailOnTouchObstacleLong,RightGate
683.265,685.5983,Hand,FailOnTouchObstacleLong-1,PickedUp
683.3889,683.4,Hand,FailOnTouchObstacleLong-1,RightGate
683.4111,683.4667,Hand,FailOnTouchObstacleLong-1,RightGate
683.5222,683.5333,Hand,FailOnTouchObstacleLong-1,RightGate
683.5444,683.5555,Hand,FailOnTouchObstacleLong-1,RightGate
683.6111,683.7111,Hand,FailOnTouchObstacleLong-1,RightGate
683.6889,683.7222,Hand,FailOnTouchObstacleLong-1,LeftGate
684.7111,685.6334,Hand,FailOnTouchObstacleLong-1,RightGate
685.6334,685.6778,FailOnTouchObstacleLong,FailOnTouchObstacleLong-1,Pushed
685.6889,685.7111,FailOnTouchObstacleLong,FailOnTouchObstacleLong-1,Pushed
685.7556,685.7889,FailOnTouchObstacleLong,FailOnTouchObstacleLong-1,Pushed
686.3445,686.6223,Hand,FailOnTouchObstacleShort-1,LeftGate
686.3445,686.6223,Hand,FailOnTouchObstacleMed-1,RightGate
686.4,687.7,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
686.4,687.7,HandToWrist,FailOnTouchObstacleMed-1,RightGate
686.4445,687.6,Hand,FailOnTouchObstacleLong-1,RightGate
686.5333,687.5667,HandToWrist,FailOnTouchObstacleLong-1,RightGate
686.5778,687.5667,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
686.5778,687.5667,WristToElbow,FailOnTouchObstacleMed-1,RightGate
687.0281,,Hand,Target,PickedUp
687.5111,687.7222,Hand,FailOnTouchObstacleMed-1,RightGate
687.5111,687.7222,Hand,FailOnTouchObstacleShort-1,LeftGate
687.8334,688.0,HandToWrist,FailOnTouchObstacleShort,RightGate
687.8334,688.0,HandToWrist,FailOnTouchObstacleMed,LeftGate
687.8334,688.0,HandToWrist,FailOnTouchObstacleLong,RightGate
687.8778,688.0333,Hand,FailOnTouchObstacleLong,RightGate
687.8778,688.0333,Hand,FailOnTouchObstacleMed,LeftGate
687.8778,688.0333,Hand,FailOnTouchObstacleShort,RightGate
