time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
899.2,0.1015,0.7478,-0.4873,20.5228,88.2862,116.1649
899.2111,0.1016,0.7478,-0.48700000000000004,20.5148,88.28,116.1949
899.2222,0.1015,0.7477,-0.48700000000000004,20.5063,88.2741,116.2179
899.2333,0.1014,0.7477,-0.4869,20.5072,88.2707,116.2332
899.2444,0.1014,0.7477,-0.48700000000000004,20.5203,88.2906,116.2576
899.2556,0.1013,0.7477,-0.48700000000000004,20.5421,88.3341,116.2816
899.2667,0.1012,0.7477,-0.48700000000000004,20.5515,88.399,116.3071
899.2778,0.1013,0.7477,-0.4869,20.5395,88.4411,116.3299
899.2889,0.1012,0.7477,-0.4868,20.5486,88.4756,116.354
899.3,0.1012,0.7476,-0.4868,20.5573,88.4985,116.3629
899.3112,0.1014,0.7478,-0.4869,20.5725,88.5125,116.3749
899.3223,0.1013,0.7477,-0.4869,20.5868,88.5349,116.4045
899.3334,0.1013,0.7477,-0.4869,20.5854,88.5699,116.4327
899.3445,0.1019,0.7477,-0.48700000000000004,20.5922,88.6136,116.45100000000001
899.3556,0.1019,0.7476,-0.4871,20.5817,88.6564,116.4869
899.3667,0.1019,0.7475,-0.4871,20.5644,88.6938,116.5183
899.3778,0.1022,0.7476,-0.4873,20.5731,88.7444,116.5516
899.3889,0.1019,0.7475,-0.4872,20.5988,88.7872,116.5873
899.4,0.1019,0.7474,-0.4872,20.6279,88.8458,116.6357
899.4111,0.1024,0.7475,-0.4875,20.6542,88.9455,116.6893
899.4222,0.1026,0.7474,-0.4876,20.7012,89.1097,116.7691
899.4333,0.1027,0.7473,-0.4876,20.7417,89.2666,116.8499
899.4445,0.1031,0.7473,-0.4877,20.7829,89.5018,116.9445
899.4556,0.1033,0.7472,-0.4878,20.8342,89.711,117.0455
899.4667,0.1036,0.7469,-0.488,20.8912,90.0054,117.1628
899.4778,0.1044,0.747,-0.4881,20.9498,90.3198,117.2926
899.4889,0.1047,0.7468,-0.4883,21.0114,90.6689,117.4285
899.5,0.1052,0.7466,-0.4886,21.0875,91.0778,117.5718
899.5111,0.1058,0.7465,-0.489,21.1576,91.5045,117.7369
899.5222,0.1064,0.7463,-0.4894,21.1755,92.0257,117.9313
899.5333,0.107,0.746,-0.4899,21.1399,92.6266,118.1332
899.5445,0.1079,0.7458,-0.4901,21.1219,93.2043,118.3316
899.5556,0.1088,0.7454,-0.4905,21.088,93.8864,118.5233
899.5667,0.1097,0.745,-0.491,21.1009,94.5719,118.7002
899.5778,0.1108,0.7448,-0.4914,21.1477,95.2326,118.8786
899.5889,0.11199999999999999,0.7444,-0.49200000000000005,21.1585,95.9015,119.0568
899.6,0.1131,0.7439,-0.4926,21.0939,96.6269,119.2898
899.6111,0.1149,0.7439,-0.4934,20.9905,97.3502,119.554
899.6223,0.1158,0.7432,-0.4938,20.7936,98.1065,119.8583
899.6334,0.1173,0.7427,-0.4946,20.6155,98.8579,120.1346
899.6445,0.1193,0.7426,-0.4958,20.4367,99.5465,120.3606
899.6556,0.1208,0.742,-0.4969,20.2312,100.204,120.5755
899.6667,0.1222,0.7416,-0.498,19.9912,100.8672,120.8088
899.6778,0.1243,0.7416,-0.4994,19.6656,101.5525,121.0759
899.6889,0.1254,0.7409,-0.5003,19.2524,102.2799,121.3394
899.7,0.1269,0.7404,-0.5013,18.8309,102.9681,121.5917
899.7111,0.1289,0.7402,-0.5029,18.4459,103.5645,121.7731
899.7222,0.13,0.7393,-0.5039,18.0453,103.89200000000001,121.90899999999999
899.7333,0.1314,0.7387,-0.5052,17.7678,104.0693,122.0888
899.7444,0.1346,0.7395,-0.5073,17.5886,104.255,122.3435
899.7556,0.1355,0.7389,-0.5082,17.3141,104.4926,122.5705
899.7667,0.1367,0.7385,-0.5094,16.9974,104.7164,122.79899999999999
899.7778,0.1386,0.7387,-0.5111,16.636,105.0756,123.0145
899.7889,0.1393,0.7377,-0.5118,16.3097,105.4567,123.211
899.8,0.1402,0.7372,-0.5127,16.0591,105.7544,123.3749
899.8112,0.1417,0.7372,-0.5142,15.9793,106.1095,123.5439
899.8223,0.1422,0.7366,-0.5146,16.005,106.5305,123.72
899.8334,0.1429,0.7362,-0.5151,15.9822,106.9599,123.8651
899.8445,0.1439,0.7362,-0.5157,15.9737,107.428,123.9432
899.8556,0.1442,0.7356,-0.5156,15.9545,107.8929,123.9839
899.8667,0.1448,0.7353,-0.5155,15.9233,108.3254,124.0265
899.8778,0.1457,0.7354,-0.5155,15.9252,108.7346,124.0362
899.8889,0.1459,0.735,-0.5147,15.9542,109.1357,124.01
899.9,0.1465,0.735,-0.5139,15.9833,109.4986,123.9575
899.9111,0.1473,0.7351,-0.513,15.9599,109.762,123.8671
899.9222,0.1478,0.735,-0.5119,15.9279,109.92200000000001,123.74700000000001
899.9333,0.1483,0.7354,-0.5108,15.831,110.0205,123.6416
899.9445,0.1489,0.7359,-0.5103,15.7164,110.1583,123.5705
899.9556,0.1493,0.7361,-0.5088,15.5638,110.3006,123.512
899.9667,0.1497,0.7366,-0.5073,15.4542,110.4984,123.40899999999999
899.9778,0.1506,0.7373,-0.5061,15.3726,110.7018,123.2381
899.9889,0.151,0.7375,-0.5045,15.3328,110.84299999999999,123.038
900.0,0.1515,0.7379,-0.5029,15.3116,110.9557,122.8592
900.0111,0.1523,0.7386,-0.5017,15.3656,111.0124,122.648
900.0222,0.1527,0.7392,-0.5002,15.4412,111.0365,122.4241
900.0333,0.153,0.7398,-0.4987,15.4819,111.0512,122.2082
900.0445,0.153,0.7406,-0.49700000000000005,15.4769,111.1582,122.0393
900.0556,0.1533,0.7413,-0.4955,15.5206,111.3253,121.8803
900.0667,0.1534,0.7421,-0.4939,15.6288,111.6731,121.726
900.0778,0.154,0.743,-0.4922,15.7992,112.0725,121.5709
900.0889,0.1541,0.7439,-0.4904,16.0082,112.4891,121.3972
900.1,0.1542,0.7448,-0.4887,16.2126,112.8305,121.2249
900.1111,0.154,0.7457,-0.4869,16.4575,113.1298,121.0639
900.1223,0.154,0.7466,-0.4852,16.6835,113.3752,120.8757
900.1334,0.1539,0.7474,-0.4835,16.8693,113.5295,120.6647
