object,x,y,z,width,height,depth
Target,0.2525,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,0.1325,0.79,0.145,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.2475,0.79,-0.145,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.0525,0.79,-0.035,0.04999995,0.12,0.04999995
FailOnTouchObstacleMed-1,-0.1875,0.79,-0.085,0.1,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1275,0.79,0.015,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.2825,0.79,0.055,0.04999995,0.12,0.04999995
