start_time,end_time,dominant_object,non_dominant_object,interaction_type
872.2889,873.7333,Hand,FailOnTouchObstacleLong,Pushed
872.3223,873.7222,Hand,FailOnTouchObstacleLong,LeftGate
872.3579,873.6871,Hand,FailOnTouchObstacleLong,PickedUp
872.7889,872.9667,Hand,FailOnTouchObstacleMed,RightGate
872.8334,873.0333,HandToWrist,FailOnTouchObstacleMed,RightGate
872.9,874.3667,WristToElbow,FailOnTouchObstacleMed,RightGate
872.9333,873.1111,Hand,FailOnTouchObstacleMed-1,LeftGate
872.9667,873.2,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
873.0556,875.2333,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
873.1,873.4222,Hand,FailOnTouchObstacleLong-1,RightGate
873.1223,873.5111,Hand,FailOnTouchObstacleShort,RightGate
873.1334,874.1889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
873.1556,874.2111,HandToWrist,FailOnTouchObstacleShort,RightGate
873.2778,873.8778,WristToElbow,FailOnTouchObstacleLong-1,RightGate
873.3334,873.8334,WristToElbow,FailOnTouchObstacleShort,RightGate
873.3556,873.5,Hand,FailOnTouchObstacleLong,RightGate
873.7667,874.1223,Hand,FailOnTouchObstacleShort,RightGate
873.8112,874.1,Hand,FailOnTouchObstacleLong-1,RightGate
874.0222,875.1223,WristToElbow,FailOnTouchObstacleLong-1,RightGate
874.0778,875.1111,WristToElbow,FailOnTouchObstacleShort,RightGate
874.5695,,Hand,Target,PickedUp
874.8778,875.3112,WristToElbow,FailOnTouchObstacleMed,RightGate
875.0222,875.1667,HandToWrist,FailOnTouchObstacleShort,RightGate
875.0333,875.1778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
875.0667,875.1778,Hand,FailOnTouchObstacleShort,RightGate
875.0778,875.1889,Hand,FailOnTouchObstacleLong-1,RightGate
875.1556,875.2667,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
875.1778,875.2667,Hand,FailOnTouchObstacleMed-1,LeftGate
875.2444,875.3334,HandToWrist,FailOnTouchObstacleMed,RightGate
875.2556,875.3334,Hand,FailOnTouchObstacleMed,RightGate
