time,FailOnTouchObstacleMed_pos_x,FailOnTouchObstacleMed_pos_y,FailOnTouchObstacleMed_pos_z,FailOnTouchObstacleMed_rot_x,FailOnTouchObstacleMed_rot_y,FailOnTouchObstacleMed_rot_z
194.9667,-0.0175,0.79,-0.105,0.0,0.0,0.0
194.9778,-0.0175,0.79,-0.105,0.0,0.0,0.0
194.9889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.0889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1445,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.1889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.2889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3445,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.3889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.4889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.5889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6445,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.6889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.7889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8445,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.8889,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9111,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9222,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9333,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9444,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9556,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9667,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9778,-0.0175,0.79,-0.105,0.0,0.0,0.0
195.9889,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0111,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0222,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0333,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0444,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0556,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0667,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0778,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.0889,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1111,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1222,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1333,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1445,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1556,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1667,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1778,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.1889,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.2,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.2111,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.2222,-0.0175,0.79,-0.105,0.0,0.0,0.0
196.2333,-0.0175,0.79,-0.105,0.0,0.0,0.0
