start_time,end_time,dominant_object,non_dominant_object,interaction_type
1194.871,1195.788,Hand,FailOnTouchObstacleMed-1,PickedUp
1195.1889999999999,1195.422,Hand,FailOnTouchObstacleMed-1,RightGate
1195.5,1195.867,Hand,FailOnTouchObstacleShort,LeftGate
1196.778,1199.556,WristToElbow,FailOnTouchObstacleShort,LeftGate
1196.889,1197.711,Hand,FailOnTouchObstacleLong-1,LeftGate
1197.022,1198.856,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1197.251,1198.0439999999999,Hand,FailOnTouchObstacleMed,PickedUp
1197.444,1197.922,Hand,FailOnTouchObstacleMed-1,LeftGate
1197.511,1199.378,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1197.645,1198.267,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1197.667,1198.233,Hand,FailOnTouchObstacleLong,LeftGate
1197.745,1198.222,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1197.789,1198.1889999999999,HandToWrist,FailOnTouchObstacleLong,LeftGate
1198.1,1199.411,Hand,FailOnTouchObstacleMed-1,LeftGate
1198.211,1198.567,Hand,FailOnTouchObstacleLong-1,LeftGate
1198.4560000000001,1199.356,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1198.5330000000001,1199.3110000000001,Hand,FailOnTouchObstacleLong,LeftGate
1198.622,1199.267,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1198.633,1199.278,HandToWrist,FailOnTouchObstacleLong,LeftGate
1199.016,,Hand,Target,PickedUp
1199.133,1199.4669999999999,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1199.289,1199.489,Hand,FailOnTouchObstacleLong-1,LeftGate
