object,x,y,z,width,height,depth
Target,0.1525,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.2375,0.79,-0.055,0.1,0.12,0.04999995
FailOnTouchObstacleLong,-0.0275,0.79,0.155,0.15,0.12,0.05000001
FailOnTouchObstacleShort,0.1325,0.79,0.005000001,0.04999995,0.12,0.04999995
FailOnTouchObstacleShort-1,0.2725,0.79,-0.025,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,0.1725,0.79,-0.155,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1775,0.79,-0.185,0.1,0.12,0.04999995
