start_time,end_time,dominant_object,non_dominant_object,interaction_type
411.0889,411.2444,Hand,FailOnTouchObstacleShort,LeftGate
411.0889,411.2444,Hand,FailOnTouchObstacleLong,RightGate
411.0889,411.2444,Hand,FailOnTouchObstacleMed,RightGate
411.1222,411.3556,HandToWrist,FailOnTouchObstacleShort,LeftGate
411.1222,411.3556,HandToWrist,FailOnTouchObstacleLong,RightGate
411.1222,411.3556,HandToWrist,FailOnTouchObstacleMed,RightGate
411.2111,413.8667,WristToElbow,FailOnTouchObstacleShort,LeftGate
411.2111,413.8667,WristToElbow,FailOnTouchObstacleLong,RightGate
411.2111,413.8667,WristToElbow,FailOnTouchObstacleMed,RightGate
411.6444,413.0222,Hand,FailOnTouchObstacleMed-1,Pushed
411.6667,412.0334,Hand,FailOnTouchObstacleShort-1,RightGate
411.6667,411.7,Hand,FailOnTouchObstacleMed-1,LeftGate
411.6667,412.2778,Hand,FailOnTouchObstacleLong-1,RightGate
411.699,412.8604,Hand,FailOnTouchObstacleMed-1,PickedUp
411.7111,412.9556,Hand,FailOnTouchObstacleMed-1,LeftGate
411.8778,413.6222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
412.2111,415.5222,WristToElbow,FailOnTouchObstacleLong-1,RightGate
413.2333,413.4778,Hand,FailOnTouchObstacleLong-1,RightGate
413.4222,413.4778,Hand,FailOnTouchObstacleShort-1,RightGate
413.8222,415.1222,WristToElbow,FailOnTouchObstacleShort-1,RightGate
414.4352,,Hand,Target,PickedUp
415.0445,416.0222,WristToElbow,FailOnTouchObstacleLong,RightGate
415.0445,416.0222,WristToElbow,FailOnTouchObstacleMed,RightGate
415.0445,416.0222,WristToElbow,FailOnTouchObstacleShort,LeftGate
415.3,415.6444,HandToWrist,FailOnTouchObstacleLong-1,RightGate
415.4,415.6667,Hand,FailOnTouchObstacleLong-1,RightGate
415.4,415.6,Hand,FailOnTouchObstacleShort-1,RightGate
415.8667,416.1,HandToWrist,FailOnTouchObstacleLong,RightGate
415.8667,416.1,HandToWrist,FailOnTouchObstacleMed,RightGate
415.8667,416.1,HandToWrist,FailOnTouchObstacleShort,LeftGate
415.9222,416.1222,Hand,FailOnTouchObstacleLong,RightGate
415.9222,416.1222,Hand,FailOnTouchObstacleMed,RightGate
415.9222,416.1222,Hand,FailOnTouchObstacleShort,LeftGate
