time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
1433.089,-0.1875,0.79,0.015,0.0,0.0,0.0
1433.1,-0.1875,0.79,0.015,0.0002,0.0002,0.0002
1433.111,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.122,-0.1875,0.79,0.015,0.0005,0.0005,0.0005
1433.1329999999998,-0.1875,0.79,0.015,0.0005,0.0005,0.0005
1433.145,-0.1875,0.79,0.015,0.0005,0.0005,0.0005
1433.156,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.1670000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.1779999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.1889999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.2,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.211,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.2220000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.233,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.245,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.256,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.267,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.2779999999998,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.289,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.3,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.3110000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.3220000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.3329999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.344,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.356,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.3670000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.378,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.389,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.4,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.411,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.422,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.433,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.444,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.4560000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.467,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.4779999999998,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.489,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.5,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.511,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.5220000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.533,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.5439999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.556,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.567,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.578,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.589,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.6,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.611,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.622,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.6329999999998,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.645,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.656,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.6670000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.6779999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.6889999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.7,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.711,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.7220000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.733,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.745,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.756,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.767,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.7779999999998,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.789,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.8,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.8110000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.8220000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.8329999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.844,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.856,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.8670000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.878,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.889,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.9,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.911,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.922,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.933,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.944,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.9560000000001,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.967,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.9779999999998,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1433.989,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.0,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.011,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.0220000000002,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.033,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.0439999999999,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.056,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.067,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.078,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
1434.089,-0.1875,0.79,0.015,0.0004,0.0004,0.0004
