start_time,end_time,dominant_object,non_dominant_object,interaction_type
225.3939,226.5557,Hand,FailOnTouchObstacleLong,PickedUp
227.0111,227.3445,Hand,FailOnTouchObstacleShort,LeftGate
227.0111,227.3445,Hand,FailOnTouchObstacleMed,LeftGate
227.0778,227.5111,HandToWrist,FailOnTouchObstacleShort,LeftGate
227.0778,227.5111,HandToWrist,FailOnTouchObstacleMed,LeftGate
227.2667,227.8,Hand,FailOnTouchObstacleLong,RightGate
227.2889,230.3,WristToElbow,FailOnTouchObstacleShort,LeftGate
227.2889,230.3,WristToElbow,FailOnTouchObstacleMed,LeftGate
227.3445,228.6333,HandToWrist,FailOnTouchObstacleLong,RightGate
227.5444,230.8222,WristToElbow,FailOnTouchObstacleLong,RightGate
228.1195,229.136,Hand,FailOnTouchObstacleLong-1,PickedUp
229.3667,229.7111,Hand,FailOnTouchObstacleShort-1,LeftGate
229.3889,229.7111,Hand,FailOnTouchObstacleMed-1,LeftGate
229.4667,230.1,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
229.4667,230.1,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
229.6333,230.6333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
229.6333,230.6333,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
229.9222,230.4,Hand,FailOnTouchObstacleLong-1,RightGate
230.1864,,Hand,Target,PickedUp
230.3111,230.7556,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
230.3111,230.7556,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
230.4,230.9778,WristToElbow,FailOnTouchObstacleMed,LeftGate
230.4,230.9778,WristToElbow,FailOnTouchObstacleShort,LeftGate
230.5444,230.7667,Hand,FailOnTouchObstacleMed-1,LeftGate
230.5444,230.7667,Hand,FailOnTouchObstacleShort-1,LeftGate
230.6778,230.9,HandToWrist,FailOnTouchObstacleLong,RightGate
230.7667,230.9,Hand,FailOnTouchObstacleLong,RightGate
230.8667,231.0111,HandToWrist,FailOnTouchObstacleMed,LeftGate
230.8667,231.0111,HandToWrist,FailOnTouchObstacleShort,LeftGate
230.9111,231.0222,Hand,FailOnTouchObstacleMed,LeftGate
230.9111,231.0222,Hand,FailOnTouchObstacleShort,LeftGate
