object,x,y,z,width,height,depth
Target,-0.2175,0.7727079,0.175,0.04999959,0.08541586,0.04999948
FailOnTouchObstacleMed,-0.0375,0.79,0.125,0.1,0.12,0.04999995
FailOnTouchObstacleShort,0.1025,0.79,0.075,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong,0.2225,0.79,-0.004999999,0.15,0.12,0.05000001
FailOnTouchObstacleShort-1,0.1925,0.79,0.105,0.04999995,0.12,0.04999995
FailOnTouchObstacleLong-1,-0.1475,0.79,-0.075,0.15,0.12,0.05000001
FailOnTouchObstacleMed-1,-0.1275,0.79,0.065,0.1,0.12,0.04999995
