start_time,end_time,dominant_object,non_dominant_object,interaction_type
836.7347,837.5838,Hand,FailOnTouchObstacleShort,PickedUp
837.9667,838.0889,Hand,FailOnTouchObstacleMed,LeftGate
837.9667,838.0889,Hand,FailOnTouchObstacleLong,RightGate
837.9889,838.1667,HandToWrist,FailOnTouchObstacleMed,LeftGate
837.9889,838.1667,HandToWrist,FailOnTouchObstacleLong,RightGate
838.0667,839.4,WristToElbow,FailOnTouchObstacleMed,LeftGate
838.0667,839.4,WristToElbow,FailOnTouchObstacleLong,RightGate
838.1,838.2556,Hand,FailOnTouchObstacleShort,RightGate
838.1445,838.4,HandToWrist,FailOnTouchObstacleShort,RightGate
838.2444,839.2444,WristToElbow,FailOnTouchObstacleShort,RightGate
838.2556,838.5222,Hand,FailOnTouchObstacleShort-1,RightGate
838.2556,838.5222,Hand,FailOnTouchObstacleLong-1,LeftGate
838.2556,838.5222,Hand,FailOnTouchObstacleMed-1,RightGate
838.3,839.1778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
838.3,839.1778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
838.3,839.1778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
838.4778,839.0333,WristToElbow,FailOnTouchObstacleShort-1,RightGate
838.4778,839.0333,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
838.4778,839.0333,WristToElbow,FailOnTouchObstacleMed-1,RightGate
838.7568,,Hand,Target,PickedUp
838.9889,839.2,Hand,FailOnTouchObstacleLong-1,LeftGate
838.9889,839.2,Hand,FailOnTouchObstacleMed-1,RightGate
838.9889,839.2,Hand,FailOnTouchObstacleShort-1,RightGate
839.1,839.3556,HandToWrist,FailOnTouchObstacleShort,RightGate
839.2,839.3667,Hand,FailOnTouchObstacleShort,RightGate
839.3,839.4889,HandToWrist,FailOnTouchObstacleLong,RightGate
839.3,839.4889,HandToWrist,FailOnTouchObstacleMed,LeftGate
839.3667,839.5,Hand,FailOnTouchObstacleLong,RightGate
839.3667,839.5,Hand,FailOnTouchObstacleMed,LeftGate
