start_time,end_time,dominant_object,non_dominant_object,interaction_type
896.1505,896.9211,Hand,FailOnTouchObstacleShort,PickedUp
896.3112,896.5222,Hand,FailOnTouchObstacleMed,RightGate
896.3112,896.8,Hand,FailOnTouchObstacleLong,RightGate
896.4222,896.4556,HandToWrist,FailOnTouchObstacleMed,RightGate
896.4222,897.5111,HandToWrist,FailOnTouchObstacleLong,RightGate
896.7111,897.1556,WristToElbow,FailOnTouchObstacleLong,RightGate
897.0445,897.4333,Hand,FailOnTouchObstacleLong,RightGate
897.2667,897.4333,Hand,FailOnTouchObstacleMed,RightGate
897.3112,897.5111,HandToWrist,FailOnTouchObstacleMed,RightGate
897.3889,899.3889,WristToElbow,FailOnTouchObstacleMed,RightGate
897.3889,899.3889,WristToElbow,FailOnTouchObstacleLong,RightGate
897.5222,897.7333,Hand,FailOnTouchObstacleShort,LeftGate
897.5667,897.8334,HandToWrist,FailOnTouchObstacleShort,LeftGate
897.6111,897.8556,Hand,FailOnTouchObstacleShort-1,RightGate
897.6111,897.8556,Hand,FailOnTouchObstacleMed-1,LeftGate
897.6111,897.8556,Hand,FailOnTouchObstacleLong-1,RightGate
897.6445,899.0,WristToElbow,FailOnTouchObstacleShort,LeftGate
897.6556,898.0333,HandToWrist,FailOnTouchObstacleShort-1,RightGate
897.6556,898.0333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
897.6556,898.0333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
897.7778,898.8445,WristToElbow,FailOnTouchObstacleShort-1,RightGate
897.7778,898.8445,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
897.7778,898.8445,WristToElbow,FailOnTouchObstacleLong-1,RightGate
898.3063,,Hand,Target,PickedUp
898.6,899.0222,HandToWrist,FailOnTouchObstacleLong-1,RightGate
898.6,899.0222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
898.6,899.0222,HandToWrist,FailOnTouchObstacleShort-1,RightGate
898.7667,899.0556,Hand,FailOnTouchObstacleLong-1,RightGate
898.7667,899.0556,Hand,FailOnTouchObstacleMed-1,LeftGate
898.7667,899.0556,Hand,FailOnTouchObstacleShort-1,RightGate
898.7778,899.1556,HandToWrist,FailOnTouchObstacleShort,LeftGate
898.8889,899.1889,Hand,FailOnTouchObstacleShort,LeftGate
899.2333,899.5,HandToWrist,FailOnTouchObstacleLong,RightGate
899.2333,899.5,HandToWrist,FailOnTouchObstacleMed,RightGate
899.3223,899.5222,Hand,FailOnTouchObstacleMed,RightGate
899.3223,899.5222,Hand,FailOnTouchObstacleLong,RightGate
