time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
58.27778000000001,0.2025,0.79,-0.105,0.0,0.0,0.0
58.28889,0.2025,0.79,-0.105,-0.001,-0.001,-0.001
58.3,0.2025,0.79,-0.105,-0.002,-0.002,-0.002
58.31111,0.2025,0.79,-0.105,-0.0024,-0.0024,-0.0024
58.322219999999994,0.2025,0.79,-0.105,-0.0025,-0.0025,-0.0025
58.33334,0.2025,0.79,-0.105,-0.0023,-0.0023,-0.0023
58.344440000000006,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.35556,0.2025,0.79,-0.105,-0.0021,-0.0021,-0.0021
58.36666999999999,0.2025,0.79,-0.105,-0.0021,-0.0021,-0.0021
58.37778,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.38889,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.4,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.41111,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.422219999999996,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.433330000000005,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.44445,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.45556,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.46666999999999,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.47778,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.488890000000005,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.5,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.511109999999995,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.52222,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.53334,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.54445,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.55556,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.566669999999995,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
58.577780000000004,0.2025,0.79,-0.105,-0.0022,-0.0022,-0.0022
