time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
726.5333,0.1125,0.79,-0.105,0.0,0.0,0.0
726.5444,0.1125,0.79,-0.105,-0.001,-0.001,-0.001
726.5556,0.1125,0.79,-0.105,-0.002,-0.002,-0.002
726.5667,0.1125,0.79,-0.105,-0.0024,-0.0024,-0.0024
726.5778,0.1125,0.79,-0.105,-0.0025,-0.0025,-0.0025
726.5889,0.1125,0.79,-0.105,-0.0023,-0.0023,-0.0023
726.6,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6111,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6223,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6334,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6445,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6556,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6667,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6778,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.6889,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7111,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7222,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7333,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7444,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7556,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7667,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7778,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.7889,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8112,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8223,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8334,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8445,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8556,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8667,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8778,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.8889,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9111,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9222,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9333,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9445,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9556,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9667,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9778,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
726.9889,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0111,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0222,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0333,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0444,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0556,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0667,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
727.0778,0.1125,0.79,-0.105,-0.0022,-0.0022,-0.0022
