start_time,end_time,dominant_object,non_dominant_object,interaction_type
218.0333,218.3889,Hand,FailOnTouchObstacleShort,RightGate
218.0333,218.3889,Hand,FailOnTouchObstacleLong,LeftGate
218.0333,218.3889,Hand,FailOnTouchObstacleMed,RightGate
218.0889,218.6111,HandToWrist,FailOnTouchObstacleShort,RightGate
218.0889,218.6111,HandToWrist,FailOnTouchObstacleLong,LeftGate
218.0889,218.6111,HandToWrist,FailOnTouchObstacleMed,RightGate
218.3111,222.7333,WristToElbow,FailOnTouchObstacleShort,RightGate
218.3111,222.7333,WristToElbow,FailOnTouchObstacleLong,LeftGate
218.3111,222.7333,WristToElbow,FailOnTouchObstacleMed,RightGate
218.9556,219.8778,Hand,FailOnTouchObstacleShort-1,LeftGate
218.9556,219.8778,Hand,FailOnTouchObstacleMed-1,LeftGate
218.9556,219.8778,Hand,FailOnTouchObstacleLong-1,RightGate
219.0667,221.5333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
219.0667,221.5333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
219.0667,221.5333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
219.6667,221.1,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
219.6667,221.1,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
219.6667,221.1,WristToElbow,FailOnTouchObstacleLong-1,RightGate
220.5595,,Hand,Target,PickedUp
220.9889,221.7,Hand,FailOnTouchObstacleLong-1,RightGate
220.9889,221.7,Hand,FailOnTouchObstacleMed-1,LeftGate
220.9889,221.7,Hand,FailOnTouchObstacleShort-1,LeftGate
222.1556,223.1556,HandToWrist,FailOnTouchObstacleLong,LeftGate
222.1556,223.1556,HandToWrist,FailOnTouchObstacleMed,RightGate
222.1556,223.1556,HandToWrist,FailOnTouchObstacleShort,RightGate
222.5,223.2111,Hand,FailOnTouchObstacleLong,LeftGate
222.5,223.2111,Hand,FailOnTouchObstacleMed,RightGate
222.5,223.2111,Hand,FailOnTouchObstacleShort,RightGate
